ground_truth_entity_id,account_number,ifsc,canonical_name
ENT_000484,709697887681,ICIC0002468,Dhruv Dubey
ENT_000485,775610487239,KKBK0001928,Atharv Shinde
ENT_000486,287436613779,BARB0002345,Ananya Nair
ENT_000487,785729036205,UBIN0009900,Geeta Mishra
ENT_000488,133774683071,SBIN0009101,Sai Tripathi
ENT_000489,734671708380,ICIC0002468,Angel Mishra
ENT_000490,780394059373,BARB0003579,Vihaan Patil
ENT_000491,791012979889,KKBK0001928,Amit Tripathi
ENT_000492,434821263002,KKBK0007890,Priya Srivastava
ENT_000493,428161668610,AXIS0006543,Ishan Bose
ENT_000494,272056016376,AXIS0006543,Alok Kulkarni
ENT_000495,325333063288,PUNB0005432,Ritvik Mehta
ENT_000496,889679065378,PUNB0005432,Meena Malhotra
ENT_000497,933785291760,PUNB0001357,Tanvi Yadav
ENT_000498,448348407515,ICIC0008765,Sanjay Joshi
ENT_000499,595070021138,ICIC0008765,Ritvik Shah
ENT_000500,418044927983,AXIS0003456,Alok Ghosh
ENT_000501,275674087343,IDIB0005566,Rajesh Mishra
ENT_000502,446694606719,ICIC0004321,Diya Patil
ENT_000503,666918371818,AXIS0006543,Karan Roy
ENT_000504,123611025550,SBIN0009101,Gaurav Shinde
ENT_000505,337257122934,BARB0002345,Anita Singh
ENT_000506,409454714700,KKBK0007890,Ajay Dutta
ENT_000507,110895003819,CNRB0004455,Pranav Ali
ENT_000508,899999819493,PUNB0001357,Siddharth Bhatia
ENT_000509,538280978812,SBIN0005678,Preeti Yadav
ENT_000510,495973029385,KKBK0001928,Rahul Kumar
ENT_000511,655710136742,AXIS0006543,Roshni Sen
ENT_000512,850001111711,BARB0006789,Aryan Rao
ENT_000513,207267163908,AXIS0003456,Deepa Jain
ENT_000514,930498955541,HDFC0005678,Navya Tiwari
ENT_000515,540273328737,KKBK0003210,Sai Gupta
ENT_000516,250490989573,UBIN0007788,Sunita Kulkarni
ENT_000517,600446723343,HDFC0005678,Tanvi Rao
ENT_000518,450525458521,HDFC0004321,Gaurav Choudhury
ENT_000519,749825263396,PUNB0005432,Varun Shinde
ENT_000520,639157294166,UBIN0007788,Preeti Roy
ENT_000521,995392845738,SBIN0001234,Deepa Jain
ENT_000522,223153060732,AXIS0007890,Suresh Paul
ENT_000523,859659881269,BARB0003579,Vihaan Tiwari
ENT_000524,389801158279,BARB0003579,Ira Paul
ENT_000525,740170695850,KKBK0007890,Saanvi Pawar
ENT_000526,892975625286,BARB0006789,Swati Reddy
ENT_000527,850853317874,ICIC0008765,Arjun Mishra
ENT_000528,872871656178,HDFC0001234,Anika Verma
ENT_000529,445491629910,AXIS0007890,Ananya Khan
ENT_000530,326303975452,AXIS0007890,Varun Choudhury
ENT_000531,619349682898,CNRB0004455,Aayan Dey
ENT_000532,667528742820,ICIC0004321,Sweta Mehta
ENT_000533,830136378095,KKBK0007890,Kavya Kapoor
ENT_000534,603254986487,CNRB0008899,Ishita Jain
ENT_000535,488893282253,UBIN0005566,Sneha Choudhury
ENT_000536,312532935220,ICIC0008765,Rohit Yadav
ENT_000537,346095180020,PUNB0009876,Rahul Dey
ENT_000538,856804495442,UBIN0007788,Ashok Mehta
ENT_000539,484312829345,KKBK0001928,Rohit Dutta
ENT_000540,727588670509,UBIN0005566,Meera Kapoor
ENT_000541,999342668835,PUNB0001357,Ritvik Dutta
ENT_000542,413713286789,UBIN0007788,Shaurya Agarwal
ENT_000543,589299895607,BARB0003579,Pooja Biswas
ENT_000544,333985863762,ICIC0004321,Ishita Sen
ENT_000545,718187630594,UBIN0007788,Neha Rao
ENT_000546,774778990070,UBIN0009900,Riya Ghosh
ENT_000547,834657443459,CNRB0006677,Kavya Mukherjee
ENT_000548,356143021540,SBIN0005678,Advik Khan
ENT_000549,887397615467,KKBK0007890,Advik Srivastava
ENT_000550,253634270376,SBIN0001234,Roshni Nair
ENT_000551,819007192634,CNRB0008899,Ajay Kulkarni
ENT_000552,321837374500,IDIB0001122,Rahul Mehta
ENT_000553,809895453406,SBIN0005678,Atharv Tripathi
ENT_000554,355868954463,KKBK0001928,Arjun Menon
ENT_000555,296871013927,CNRB0008899,Arjun Malhotra
ENT_000556,644550144444,HDFC0004321,Amit Gupta
ENT_000557,426457316675,BARB0002345,Pranav Jain
ENT_000558,599438389318,BARB0003579,Meera Pawar
ENT_000559,250059974723,CNRB0004455,Varun Deshmukh
ENT_000560,311625223853,IDIB0003344,Advaith Jain
ENT_000561,903856791884,AXIS0006543,Pooja Dey
ENT_000562,113684620811,UBIN0009900,Geeta Dutta
ENT_000563,841172976688,IDIB0001122,Anika Menon
ENT_000564,664477687248,PUNB0005432,Atharv Malhotra
ENT_000565,205953647125,HDFC0004321,Kabir Kulkarni
ENT_000566,105360321413,ICIC0002468,Manish Ghosh
ENT_000567,926552435289,ICIC0002468,Sunita Roy
ENT_000568,897070599637,BARB0002345,Vivaan Das
ENT_000569,497944539920,UBIN0007788,Riya Singh
ENT_000570,231717138423,AXIS0006543,Suresh Nair
ENT_000571,853360527876,KKBK0003210,Suresh Bose
ENT_000572,800583966022,CNRB0008899,Amit Bhatia
ENT_000573,343157964776,ICIC0008765,Kabir Kulkarni
ENT_000574,598874133330,UBIN0009900,Deepa Khan
ENT_000575,704310233911,CNRB0008899,Ajay Gaikwad
ENT_000576,833588982571,IDIB0005566,Myra Ghosh
ENT_000577,931850734401,BARB0006789,Shaurya Pawar
ENT_000578,681739352909,UBIN0007788,Kavita Kumar
ENT_000579,722414826633,HDFC0001234,Aayan Yadav
ENT_000580,657928656291,ICIC0004321,Ishita Reddy
ENT_000581,457188967265,CNRB0004455,Shreya Ahmed
ENT_000582,847823556587,ICIC0004321,Ashok Patel
ENT_000583,662206448862,AXIS0006543,Aayan Deshmukh
ENT_000584,663207412387,AXIS0007890,Sunil Mishra
ENT_000585,714428300898,AXIS0006543,Suresh Paul
ENT_000586,533885200293,ICIC0002468,Aarav Biswas
ENT_000587,736591038802,SBIN0009101,Sai Ali
ENT_000588,870278886192,SBIN0009101,Meera Singh
ENT_000589,619406611023,SBIN0005678,Rahul Khan
ENT_000590,942586603917,HDFC0005678,Alok Bhatia
ENT_000591,591269009200,CNRB0004455,Swati Kapoor
ENT_000592,847668980598,UBIN0005566,Meera Rao
ENT_000593,230342679193,HDFC0004321,Ishita Malhotra
ENT_000594,239710314903,UBIN0009900,Sara Sharma
ENT_000595,124722602367,PUNB0009876,Sanjay Srivastava
ENT_000596,700088939243,AXIS0007890,Ishita Kapoor
ENT_000597,352644409339,ICIC0008765,Sunil Agarwal
ENT_000598,401313951964,ICIC0004321,Advaith Gupta
ENT_000599,829326155336,AXIS0007890,Aditya Ghosh
ENT_000600,173899557866,HDFC0001234,Arjun Ahmed
ENT_000601,841301841479,UBIN0007788,Reyansh Ghosh
ENT_000602,150425239978,AXIS0003456,Deepak Mukherjee
ENT_000603,338541452006,IDIB0001122,Aayan Rao
ENT_000604,354645447539,IDIB0005566,Ramesh Mishra
ENT_000605,948676594151,UBIN0005566,Rajesh Ghosh
ENT_000606,674066241127,ICIC0008765,Kunal Roy
ENT_000607,165606286550,KKBK0001928,Aadhya Dubey
ENT_000608,571066644856,KKBK0001928,Karan Singh
ENT_000609,482133076827,BARB0003579,Swati Pawar
ENT_000610,865873132760,AXIS0007890,Kunal Reddy
ENT_000611,513604871693,HDFC0004321,Ishita Kulkarni
ENT_000612,427385361962,CNRB0004455,Ritvik Deshmukh
ENT_000613,164058325585,KKBK0001928,Kunal Khan
ENT_000614,682214113345,HDFC0005678,Manish Ghosh
ENT_000615,324433497350,PUNB0005432,Shaurya Ahmed
ENT_000616,507365336000,SBIN0009101,Ishita Paul
ENT_000617,309720703079,SBIN0005678,Neha Kapoor
ENT_000618,764318362436,BARB0006789,Sai Kumar
ENT_000619,981276450865,IDIB0001122,Sweta Chatterjee
ENT_000620,329692249128,CNRB0004455,Sunita Roy
ENT_000621,331994091775,CNRB0008899,Anika Biswas
ENT_000622,920842622752,IDIB0001122,Vijay Ghosh
ENT_000623,764412655714,UBIN0007788,Angel Malhotra
ENT_000624,365923443265,KKBK0001928,Rajesh Dutta
ENT_000625,612736037960,KKBK0001928,Anita Roy
ENT_000626,496260389877,KKBK0003210,Karan Deshmukh
ENT_000627,980891814797,UBIN0009900,Ajay Mehta
ENT_000628,327265319003,PUNB0001357,Ramesh Khan
ENT_000629,718671636967,CNRB0004455,Sara Biswas
ENT_000630,117806602466,ICIC0002468,Roshni Pandey
ENT_000631,892761382374,AXIS0007890,Amit Reddy
ENT_000632,461619890171,ICIC0008765,Swati Mishra
ENT_000633,369867237953,KKBK0007890,Roshni Tripathi
ENT_000634,855671426170,PUNB0005432,Pooja Patil
ENT_000635,898720071165,BARB0003579,Ashok Deshmukh
ENT_000636,903881442358,IDIB0003344,Anita Nair
ENT_000637,890875099755,KKBK0001928,Ashok Menon
ENT_000638,675777869916,SBIN0005678,Ishan Saxena
ENT_000639,937726990452,SBIN0001234,Kunal Rao
ENT_000640,795108436649,ICIC0008765,Krishna Dey
ENT_000641,109238601984,ICIC0004321,Varun Deshmukh
ENT_000642,166027394237,BARB0006789,Vijay Saxena
ENT_000643,119275187833,SBIN0001234,Ishita Yadav
ENT_000644,114651587328,SBIN0001234,Kavya Paul
ENT_000645,689590522039,PUNB0009876,Aditya Shinde
ENT_000646,867996662339,UBIN0005566,Pankaj Menon
ENT_000647,675939282671,HDFC0005678,Riya Banerjee
ENT_000648,678187556104,ICIC0002468,Anita Sen
ENT_000649,537205922440,SBIN0009101,Deepa Malhotra
ENT_000650,720446670928,ICIC0008765,Sara Roy
ENT_000651,189540907419,BARB0003579,Arjun Patel
ENT_000652,518352484747,AXIS0003456,Roshni Kulkarni
ENT_000653,800320681066,SBIN0001234,Saanvi Patel
ENT_000654,810533231606,IDIB0003344,Sunita Mishra
ENT_000655,207261824971,CNRB0006677,Kavya Gupta
ENT_000656,332915073587,CNRB0006677,Preeti Kulkarni
ENT_000657,148408984648,CNRB0008899,Ishan Srivastava
ENT_000658,408918034515,CNRB0006677,Meera Mishra
ENT_000659,137186296056,HDFC0004321,Ramesh Verma
ENT_000660,331762745410,BARB0002345,Ritvik Dey
ENT_000661,537317445811,CNRB0008899,Ishan Roy
ENT_000662,719173009122,ICIC0008765,Preeti Kapoor
ENT_000663,463098950845,AXIS0003456,Kabir Bose
ENT_000664,189009604775,KKBK0003210,Meena Singh
ENT_000665,577160927111,ICIC0008765,Ishan Jain
ENT_000666,944412769960,BARB0006789,Gaurav Mehta
ENT_000667,795911943199,ICIC0002468,Anil Patil
ENT_000668,491821870860,KKBK0001928,Swati Ali
ENT_000669,848122047461,BARB0002345,Swati Patel
ENT_000670,781921266516,PUNB0009876,Priya Dey
ENT_000671,190510022021,ICIC0002468,Ananya Kapoor
ENT_000672,962050089293,BARB0003579,Ananya Biswas
ENT_000673,449565764637,PUNB0001357,Pranav Patel
ENT_000674,586655303096,PUNB0001357,Neha Shah
ENT_000675,195058393769,HDFC0004321,Pankaj Ahmed
ENT_000676,712277588519,KKBK0003210,Kunal Shah
ENT_000677,194602074538,PUNB0001357,Roshni Patel
ENT_000678,759693767724,IDIB0003344,Rajesh Kapoor
ENT_000679,417880582454,AXIS0007890,Manish Patel
ENT_000680,728107796415,KKBK0003210,Saanvi Srivastava
ENT_000681,286318825329,HDFC0005678,Neha Roy
ENT_000682,642318677697,HDFC0005678,Krishna Nair
ENT_000683,402514631089,AXIS0007890,Vikram Kulkarni
ENT_000684,184965906196,PUNB0001357,Pooja Ghosh
ENT_000685,790291006942,KKBK0007890,Navya Deshmukh
ENT_000686,246488330909,PUNB0009876,Aarav Malhotra
ENT_000687,519275532872,IDIB0003344,Sunita Ahmed
ENT_000688,573884083684,IDIB0005566,Kabir Roy
ENT_000689,762802209928,UBIN0007788,Navya Kulkarni
ENT_000690,294622935239,AXIS0003456,Ramesh Dutta
ENT_000691,863365472754,BARB0003579,Ashok Mishra
ENT_000692,369646526717,PUNB0005432,Swati Sen
ENT_000693,966795243734,AXIS0003456,Kavita Joshi
ENT_000694,722478488545,ICIC0004321,Meera Menon
ENT_000695,944741523484,KKBK0001928,Vihaan Paul
ENT_000696,330675680000,AXIS0006543,Amit Bose
ENT_000697,997945199081,CNRB0004455,Kunal Srivastava
ENT_000698,252468346350,BARB0003579,Vikram Ghosh
ENT_000699,822639765311,HDFC0005678,Nikhil Kapoor
ENT_000700,589943949569,BARB0006789,Vijay Pandey
