complaint_id,predicted_entity_id,match_type,account_number,ifsc,account_holder_name,name_similarity,ground_truth_entity_id
C000285,ENT_000312,EXACT,516432181410,AXIS0003456,Navya Kumar,100.0,ENT_000163
C000286,ENT_000029,EXACT,148422798459,SBIN0005678,Roshni Dutta,100.0,ENT_000192
C000287,ENT_000240,EXACT,418044927983,AXIS0003456,Alok Ghosh,100.0,ENT_000500
C000288,ENT_000241,EXACT,425125927992,SBIN0001234,Gaurav Sen,100.0,ENT_000273
C000289,ENT_000035,EXACT,154893296571,CNRB0004455,Sunita Sen,100.0,ENT_000444
C000290,ENT_000135,EXACT,279807112340,IDIB0003344,Aadhya Khan,100.0,ENT_000098
C000291,ENT_000306,EXACT,506568138339,SBIN0009101,Varun Tripathi,100.0,ENT_000167
C000292,ENT_000475,EXACT,726594012825,ICIC0008765,Sai Choudhury,100.0,ENT_000074
C000293,ENT_000663,EXACT,944741523484,KKBK0001928,Vihaan Paul,100.0,ENT_000695
C000294,ENT_000064,EXACT,189532603540,ICIC0002468,Navya Dubey,100.0,ENT_000483
C000295,ENT_000592,EXACT,861977213598,KKBK0007890,Rahul Saxena,100.0,ENT_000223
C000296,ENT_000347,EXACT,567988351366,UBIN0007788,Pooja Deshmukh,100.0,ENT_000270
C000297,ENT_000694,EXACT,992962570107,BARB0002345,Anika Mehta,100.0,ENT_000381
C000298,ENT_000249,EXACT,431483177363,SBIN0001234,Ishita Rao,100.0,ENT_000191
C000299,ENT_000156,EXACT,314029509095,PUNB0009876,Ira Bhatia,100.0,ENT_000190
C000300,ENT_000347,EXACT,567988351366,UBIN0007788,Pooja  Deshmukh,100.0,ENT_000270
C000301,ENT_000542,EXACT,800583966022,CNRB0008899,Amit Bhatia,100.0,ENT_000572
C000302,ENT_000528,EXACT,785729036205,UBIN0009900,Geeta Mishra,100.0,ENT_000487
C000303,ENT_000128,EXACT,269728956268,PUNB0009876,saanvi nair,100.0,ENT_000481
C000304,ENT_000455,EXACT,700581361458,UBIN0007788,VIKRAM CHOUDHURY,100.0,ENT_000081
C000305,ENT_000083,EXACT,210149503297,SBIN0005678,Siddharth Paul,100.0,ENT_000057
C000306,ENT_000359,EXACT,583092399018,PUNB0005432,Pari Singh,100.0,ENT_000195
C000307,ENT_000441,EXACT,682214113345,HDFC0005678,Manish Ghosh,100.0,ENT_000614
C000308,ENT_000691,EXACT,985899371430,SBIN0005678,Sunil Gaikwad,100.0,ENT_000011
C000309,ENT_000102,EXACT,235030135894,AXIS0006543,Vikram Bose,100.0,ENT_000213
C000310,ENT_000264,EXACT,450525458521,HDFC0004321,Gaurav Choudhury,100.0,ENT_000518
C000311,ENT_000452,EXACT,698513567016,PUNB0005432,Aadhya Srivastava,100.0,ENT_000438
C000312,ENT_000311,EXACT,516278088865,SBIN0009101,Roshni Dutta,100.0,ENT_000012
C000313,ENT_000041,EXACT,165965001880,AXIS0003456,Rohit Banerjee,100.0,ENT_000302
C000314,ENT_000229,EXACT,408918034515,CNRB0006677,Meera Mishra,100.0,ENT_000658
C000315,ENT_000170,EXACT,332915073587,CNRB0006677,Preeti Kulkarni,100.0,ENT_000656
C000316,ENT_000120,EXACT,254942230953,IDIB0001122,Sara Srivastava,100.0,ENT_000284
C000317,ENT_000366,EXACT,588293821738,PUNB0001357,Anil Gupta,100.0,ENT_000453
C000318,ENT_000498,EXACT,749825263396,PUNB0005432,Varun Shinde,100.0,ENT_000519
C000319,ENT_000395,EXACT,623391135280,AXIS0006543,Sneha Ghosh,100.0,ENT_000135
C000320,ENT_000126,EXACT,264566563474,AXIS0006543,Krishna Kulkarni,100.0,ENT_000374
C000321,ENT_000218,EXACT,391971008994,HDFC0004321,Deepak Yadav,100.0,ENT_000090
C000322,ENT_000677,EXACT,966795243734,AXIS0003456,Kavita Joshi,100.0,ENT_000693
C000323,ENT_000091,EXACT,221720126831,PUNB0009876,Pankaj Nair,100.0,ENT_000034
C000324,ENT_000131,EXACT,272056016376,AXIS0006543,Alok Kulkarni,100.0,ENT_000494
C000325,ENT_000008,EXACT,110895003819,CNRB0004455,Shri Pranav Ali,100.0,ENT_000507
C000326,ENT_000091,EXACT,221720126831,PUNB0009876,Pankaj Nair,100.0,ENT_000034
C000327,ENT_000418,EXACT,656532922316,ICIC0004321,Ananya Saxena,100.0,ENT_000334
C000328,ENT_000124,EXACT,261118623175,IDIB0005566,Pankaj Patel,100.0,ENT_000414
C000329,ENT_000172,EXACT,333985863762,ICIC0004321,Ishita Sen,100.0,ENT_000544
C000330,ENT_000583,EXACT,853360527876,KKBK0003210,Suresh Bose,100.0,ENT_000571
C000331,ENT_000335,EXACT,545699699578,CNRB0004455,Tanvi Sharma,100.0,ENT_000226
C000332,ENT_000442,EXACT,686788125561,SBIN0001234,Gaurav Pandey,100.0,ENT_000149
C000333,ENT_000054,EXACT,175570100353,UBIN0005566,Riya Malhotra,100.0,ENT_000073
C000334,ENT_000151,EXACT,306981303296,KKBK0001928,Anil Rao,100.0,ENT_000059
C000335,ENT_000197,EXACT,356143021540,SBIN0005678,Advik Khan,100.0,ENT_000548
C000336,ENT_000085,EXACT,211095701426,AXIS0003456,Rohit Deshmukh,100.0,ENT_000016
C000337,ENT_000034,EXACT,154785667210,CNRB0004455,Shri Advaith Reddy,100.0,ENT_000029
C000338,ENT_000675,EXACT,963972176017,UBIN0007788,Pranav Kapoor,100.0,ENT_000101
C000339,ENT_000531,EXACT,790291006942,KKBK0007890,Navya Deshmukh,100.0,ENT_000685
C000340,ENT_000133,EXACT,275674087343,IDIB0005566,Rajesh Mishra,100.0,ENT_000501
C000341,ENT_000074,EXACT,198912225902,ICIC0004321,Ira Shinde,100.0,ENT_000004
C000342,ENT_000207,EXACT,366742651064,AXIS0007890,S. Pawar,63.64,ENT_000364
C000343,ENT_000139,EXACT,290008774121,KKBK0001928,Ishan Nair,100.0,ENT_000205
C000344,ENT_000546,EXACT,805882797681,KKBK0003210,Siddharth Srivastava,100.0,ENT_000106
C000345,ENT_000543,EXACT,800622035522,CNRB0004455,Ashok Shah,100.0,ENT_000193
C000346,ENT_000123,EXACT,259355332042,ICIC0002468,Navya Menon,100.0,ENT_000369
C000347,ENT_000033,EXACT,152062942213,ICIC0008765,Alok Dubey,100.0,ENT_000426
C000348,ENT_000232,EXACT,409601839368,KKBK0003210,Sunita Patel,100.0,ENT_000123
C000349,ENT_000097,EXACT,226750596909,AXIS0003456,Anika Das,100.0,ENT_000110
C000350,ENT_000444,EXACT,689590522039,PUNB0009876,Aditya Shinde,100.0,ENT_000645
C000351,ENT_000208,EXACT,368004468323,HDFC0005678,Aarav Shah,100.0,ENT_000128
C000352,ENT_000502,EXACT,755439143467,IDIB0003344,Sara Pawar,100.0,ENT_000200
C000353,ENT_000247,EXACT,430283186227,KKBK0003210,Suresh Saxena,100.0,ENT_000115
C000354,ENT_000190,EXACT,351487177987,BARB0002345,Sara Sharma,100.0,ENT_000049
C000355,ENT_000138,EXACT,287436613779,BARB0002345,Ananya Nair ,100.0,ENT_000486
C000356,ENT_000469,EXACT,719173009122,ICIC0008765,preeti kapoor,100.0,ENT_000662
C000357,ENT_000643,EXACT,921315799665,SBIN0009101,Pankaj Shah,100.0,ENT_000258
C000358,ENT_000023,EXACT,137889353643,IDIB0003344,Ramesh Malhotra,100.0,ENT_000022
C000359,ENT_000052,EXACT,174866852259,UBIN0005566,Sunita Choudhury,100.0,ENT_000113
C000360,ENT_000011,EXACT,113684620811,UBIN0009900,Geeta Dutta,100.0,ENT_000562
C000361,ENT_000622,EXACT,893774408754,CNRB0006677,VARUN ALI,100.0,ENT_000133
C000362,ENT_000360,EXACT,584228819436,CNRB0006677,Manish Jain,100.0,ENT_000446
C000363,ENT_000328,EXACT,537317445811,CNRB0008899,Ishan Roy,100.0,ENT_000661
C000364,ENT_000343,EXACT,563134588274,ICIC0002468,Shaurya Kulkarni,100.0,ENT_000154
C000365,ENT_000557,EXACT,825278160363,KKBK0003210,Vikram Deshmukh,100.0,ENT_000316
C000366,ENT_000505,EXACT,759693767724,IDIB0003344,Rajesh Kapoor,100.0,ENT_000678
C000367,ENT_000522,EXACT,778712312814,CNRB0006677,Sweta Mehta,100.0,ENT_000290
C000368,ENT_000008,EXACT,110895003819,CNRB0004455,Pranav Ali,80.0,ENT_000507
C000369,ENT_000511,EXACT,764318362436,BARB0006789,Sai Kumar,100.0,ENT_000618
C000370,ENT_000548,EXACT,806799110299,BARB0003579,Rajesh Dubey,100.0,ENT_000373
C000371,ENT_000022,EXACT,137186296056,HDFC0004321,Ramesh Verma,100.0,ENT_000659
C000372,ENT_000432,EXACT,674066241127,ICIC0008765,Ms. Kunal Roy,85.71,ENT_000606
C000373,ENT_000098,EXACT,230258293666,SBIN0001234,Karan Biswas,100.0,ENT_000355
C000374,ENT_000541,EXACT,800320681066,SBIN0001234,Saanvi Patel,100.0,ENT_000653
C000375,ENT_000656,EXACT,939889089976,KKBK0001928,Swati Deshmukh,100.0,ENT_000244
C000376,ENT_000018,EXACT,124722602367,PUNB0009876,Sanjay Srivastava,100.0,ENT_000595
C000377,ENT_000527,EXACT,782787430916,UBIN0009900,Ananya Ghosh,100.0,ENT_000097
C000378,ENT_000368,EXACT,589943949569,BARB0006789,Vijay Pandey,100.0,ENT_000700
C000379,ENT_000144,EXACT,296546131054,KKBK0003210,Pranav Dubey,100.0,ENT_000036
C000380,ENT_000431,EXACT,670799496139,AXIS0006543,"Ghosh, Aryan",100.0,ENT_000047
C000381,ENT_000061,EXACT,188080452706,CNRB0004455,Pari Kumar,100.0,ENT_000072
C000382,ENT_000698,EXACT,998505323632,CNRB0008899,Sunil Agarwal,100.0,ENT_000103
C000383,ENT_000247,EXACT,430283186227,KKBK0003210,suresh saxena,100.0,ENT_000115
C000384,ENT_000215,EXACT,386894505438,PUNB0005432,Rohit Tiwari,100.0,ENT_000177
C000385,ENT_000484,EXACT,735056084331,BARB0002345,Aditya Srivastava,100.0,ENT_000217
C000386,ENT_000359,EXACT,583092399018,PUNB0005432,Pari Singh,100.0,ENT_000195
C000387,ENT_000457,EXACT,708941592508,BARB0003579,Pari Rao,100.0,ENT_000479
C000388,ENT_000590,EXACT,860923742690,PUNB0009876,Vihaan Gupta,100.0,ENT_000260
C000389,ENT_000050,EXACT,173895795270,IDIB0005566,Chatterjee Roshni,100.0,ENT_000306
C000390,ENT_000627,EXACT,899999819493,PUNB0001357,Siddharth Bhatia,100.0,ENT_000508
C000391,ENT_000662,EXACT,944412769960,BARB0006789,gaurav mehta,100.0,ENT_000666
C000392,ENT_000108,EXACT,241844645681,SBIN0001234,Anita Ghosh,100.0,ENT_000310
C000393,ENT_000619,EXACT,890875099755,KKBK0001928,Ashok Menon,100.0,ENT_000637
C000394,ENT_000684,EXACT,976707944458,PUNB0001357,Pankaj Malhotra,100.0,ENT_000445
C000395,ENT_000584,EXACT,855671426170,PUNB0005432,Pooja Patil,100.0,ENT_000634
C000396,ENT_000620,EXACT,892761382374,AXIS0007890,Amit Reddy,100.0,ENT_000631
C000397,ENT_000437,EXACT,678790685708,BARB0006789,Rahul Shah,100.0,ENT_000189
C000398,ENT_000559,EXACT,828273518134,SBIN0001234,Shaurya Tripathi,100.0,ENT_000150
C000399,ENT_000147,EXACT,298964420838,KKBK0007890,Myra Agarwal,100.0,ENT_000176
C000400,ENT_000447,EXACT,693263798805,ICIC0002468,Aadhya Joshi,100.0,ENT_000309
C000401,ENT_000468,EXACT,718966589553,ICIC0004321,Sanjay Bose,100.0,ENT_000159
C000402,ENT_000678,EXACT,967300992787,KKBK0003210,Neha Sharma,100.0,ENT_000241
C000403,ENT_000162,EXACT,324458279522,UBIN0005566,Ramesh Ghosh,100.0,ENT_000076
C000404,ENT_000284,EXACT,480237414389,AXIS0007890,Roshni Jain,100.0,ENT_000184
C000405,ENT_000403,EXACT,635866560574,ICIC0004321,Sara Rao,100.0,ENT_000398
C000406,ENT_000551,EXACT,811364515897,SBIN0005678,Suresh Ahmed,100.0,ENT_000278
C000407,ENT_000230,EXACT,409029431863,SBIN0005678,Deepa Chatterjee,100.0,ENT_000299
C000408,ENT_000699,EXACT,998601810842,AXIS0006543,Meena Verma,100.0,ENT_000415
C000409,ENT_000284,EXACT,480237414389,AXIS0007890,Roshni Jain,100.0,ENT_000184
C000410,ENT_000025,EXACT,142400633488,CNRB0004455,Ajay Mukherjee,100.0,ENT_000102
C000411,ENT_000510,EXACT,763340157198,UBIN0007788,Nikhil Nair,100.0,ENT_000452
C000412,ENT_000470,EXACT,720245039395,UBIN0005566,Pari Nair,100.0,ENT_000263
C000413,ENT_000333,EXACT,542146239550,IDIB0005566,Roshni Gupta,100.0,ENT_000224
C000414,ENT_000364,EXACT,587235620303,ICIC0008765,Kavita Shah,100.0,ENT_000300
C000415,ENT_000660,EXACT,942914148319,PUNB0001357,Saanvi Tiwari,100.0,ENT_000160
C000416,ENT_000020,EXACT,133774683071,SBIN0009101,Sai Tripathi,100.0,ENT_000488
C000417,ENT_000317,EXACT,521179644432,AXIS0003456,Sanjay Pawar,100.0,ENT_000031
C000418,ENT_000048,EXACT,169869415070,ICIC0004321,Preeti Dey,100.0,ENT_000023
C000419,ENT_000440,EXACT,681980552757,AXIS0007890,Diya Banerjee,100.0,ENT_000409
C000420,ENT_000412,EXACT,651803604970,CNRB0008899,Kavya Nair,100.0,ENT_000071
C000421,ENT_000244,EXACT,426457316675,BARB0002345,Pranav Jain,100.0,ENT_000557
C000422,ENT_000291,EXACT,486988551875,IDIB0001122,Sweta Khan,100.0,ENT_000096
C000423,ENT_000301,EXACT,497363671483,BARB0006789,Karan Dubey,100.0,ENT_000228
C000424,ENT_000189,EXACT,347859694204,PUNB0001357,Shreya Dutta,100.0,ENT_000482
C000425,ENT_000018,EXACT,124722602367,PUNB0009876,Sanjay Srivastava,100.0,ENT_000595
C000426,ENT_000261,EXACT,448079814698,UBIN0009900,Ajay Dey,100.0,ENT_000247
C000427,ENT_000561,EXACT,830136378095,KKBK0007890,Kavya Kapoor,100.0,ENT_000533
C000428,ENT_000263,EXACT,449565764637,PUNB0001357,Pranav Patel,100.0,ENT_000673
C000429,ENT_000563,EXACT,833588982571,IDIB0005566,Myra Ghosh,100.0,ENT_000576
C000430,ENT_000682,EXACT,973271539679,SBIN0005678,Amit Agarwal,100.0,ENT_000261
C000431,ENT_000562,EXACT,831486718843,ICIC0002468,Deepa Reddy,100.0,ENT_000327
C000432,ENT_000179,EXACT,339940462494,AXIS0007890,ANIL MUKHERJEE,100.0,ENT_000324
C000433,ENT_000096,EXACT,226669858209,HDFC0001234,Riya Gaikwad,100.0,ENT_000294
C000434,ENT_000604,EXACT,872871656178,HDFC0001234,Anika Verma,100.0,ENT_000528
C000435,ENT_000557,EXACT,825278160363,KKBK0003210,Vikram Deshmukh,100.0,ENT_000316
C000436,ENT_000028,EXACT,148408984648,CNRB0008899,Ishan Srivastava,100.0,ENT_000657
C000437,ENT_000174,EXACT,334774804042,BARB0003579,Aditya Singh,100.0,ENT_000304
C000438,ENT_000002,EXACT,101948728483,UBIN0009900,Sneha Shinde,100.0,ENT_000035
C000439,ENT_000181,EXACT,341976367027,PUNB0005432,Saanvi Kumar,100.0,ENT_000366
C000440,ENT_000279,EXACT,468451477211,ICIC0008765,Dhruv Mishra,100.0,ENT_000305
C000441,ENT_000496,EXACT,746174432554,ICIC0002468,Aarav Nair,100.0,ENT_000007
C000442,ENT_000189,EXACT,347859694204,PUNB0001357,Shreya Dutta,100.0,ENT_000482
C000443,ENT_000114,EXACT,250490989573,UBIN0007788,Sunita Kulkarni,100.0,ENT_000516
C000444,ENT_000142,EXACT,293379984954,UBIN0009900,Sunita Khan,100.0,ENT_000099
C000445,ENT_000585,EXACT,855832329275,PUNB0001357,Meera Tripathi,100.0,ENT_000301
C000446,ENT_000530,EXACT,786309570762,AXIS0006543,krishna joshi,100.0,ENT_000427
C000447,ENT_000054,EXACT,175570100353,UBIN0005566,Riya Malhotra,100.0,ENT_000073
C000448,ENT_000228,EXACT,407732520156,ICIC0008765,Advaith Verma,100.0,ENT_000462
C000449,ENT_000605,EXACT,873919986476,SBIN0009101,Sai Saxena,100.0,ENT_000014
C000450,ENT_000548,EXACT,806799110299,BARB0003579,Rajesh Dubey,100.0,ENT_000373
C000451,ENT_000078,EXACT,204495226137,KKBK0001928,Manish Dutta,100.0,ENT_000389
C000452,ENT_000438,EXACT,680411980930,PUNB0001357,Gaurav Mehta,100.0,ENT_000461
C000453,ENT_000655,EXACT,939124570476,HDFC0004321,Meera Pawar,100.0,ENT_000038
C000454,ENT_000401,EXACT,635449182375,ICIC0004321,Meera Rao,100.0,ENT_000052
C000455,ENT_000577,EXACT,847823556587,ICIC0004321,Ashok Patel,100.0,ENT_000582
C000456,ENT_000417,EXACT,655999474067,BARB0006789,Pankaj K. Shah,91.67,ENT_000322
C000457,ENT_000107,EXACT,240728187316,HDFC0005678,AJAY YADAV,100.0,ENT_000043
C000458,ENT_000257,EXACT,446694606719,ICIC0004321,Dr. Diya Patil,86.96,ENT_000502
C000459,ENT_000386,EXACT,608698492376,IDIB0001122,Rahul Kapoor,100.0,ENT_000408
C000460,ENT_000379,EXACT,599263022595,KKBK0001928,Ritvik Kapoor,100.0,ENT_000238
C000461,ENT_000111,EXACT,246488330909,PUNB0009876,Aarav Malhotra,100.0,ENT_000686
C000462,ENT_000254,EXACT,439982645429,KKBK0001928,Vivaan Yadav,100.0,ENT_000233
C000463,ENT_000367,EXACT,589299895607,BARB0003579,Pooja Biswas,100.0,ENT_000543
C000464,ENT_000224,EXACT,401189699468,BARB0006789,Roshni Dey,100.0,ENT_000320
C000465,ENT_000408,EXACT,644550144444,HDFC0004321,Amit Gupta,100.0,ENT_000556
C000466,ENT_000030,EXACT,149124433247,AXIS0007890,Kavita Srivastava,100.0,ENT_000404
C000467,ENT_000612,EXACT,882360527749,UBIN0007788,Aadhya  Bhatia,100.0,ENT_000470
C000468,ENT_000492,EXACT,740170695850,KKBK0007890,Saanvi Pawar,100.0,ENT_000525
C000469,ENT_000491,EXACT,739029968283,BARB0006789,Rajesh Deshmukh,100.0,ENT_000120
C000470,ENT_000225,EXACT,401313951964,ICIC0004321,Advaith Gupta,100.0,ENT_000598
C000471,ENT_000307,EXACT,507365336000,SBIN0009101,Ishita Paul,100.0,ENT_000616
C000472,ENT_000442,EXACT,686788125561,SBIN0001234,Gaurav Pandey,100.0,ENT_000149
C000473,ENT_000052,EXACT,174866852259,UBIN0005566,Sunita Choudhury,100.0,ENT_000113
C000474,ENT_000336,EXACT,546688090938,AXIS0006543,Ajay Dutta,100.0,ENT_000206
C000475,ENT_000398,EXACT,627687082060,HDFC0001234,Krishna Malhotra,100.0,ENT_000196
C000476,ENT_000574,EXACT,842395153057,CNRB0004455,ISHITA KAPOOR,100.0,ENT_000255
C000477,ENT_000143,EXACT,294622935239,AXIS0003456,RAMESH DUTTA,100.0,ENT_000690
C000478,ENT_000495,EXACT,743158526982,AXIS0007890,Siddharth Bhatia,100.0,ENT_000027
C000479,ENT_000541,EXACT,800320681066,SBIN0001234,Saanvi Patel,100.0,ENT_000653
C000480,ENT_000274,EXACT,461619890171,ICIC0008765,Swati Mishra,100.0,ENT_000632
C000481,ENT_000647,EXACT,929604758482,BARB0006789,Reyansh Srivastava,100.0,ENT_000347
C000482,ENT_000480,EXACT,730855031651,BARB0002345,Ajay Ghosh,82.35,ENT_000053
C000483,ENT_000163,EXACT,325333063288,PUNB0005432,Ritvik Mehta,100.0,ENT_000495
C000484,ENT_000087,EXACT,214547351220,CNRB0004455,Diya Jain,100.0,ENT_000222
C000485,ENT_000329,EXACT,538280978812,SBIN0005678,Preeti Yadav,100.0,ENT_000509
C000486,ENT_000350,EXACT,572899688547,PUNB0001357,Sunil Dey,100.0,ENT_000169
C000487,ENT_000641,EXACT,920422004102,KKBK0001928,Reyansh Agarwal,90.91,ENT_000155
C000488,ENT_000582,EXACT,850853317874,ICIC0008765,Arjun Mishra,100.0,ENT_000527
C000489,ENT_000225,EXACT,401313951964,ICIC0004321,Advaith Gupta,100.0,ENT_000598
C000490,ENT_000399,EXACT,631034820387,CNRB0004455,Deepa Yadav,100.0,ENT_000411
C000491,ENT_000013,EXACT,114651587328,SBIN0001234,Kavya Paul,100.0,ENT_000644
C000492,ENT_000428,EXACT,666918371818,AXIS0006543,Karan Roy,100.0,ENT_000503
C000493,ENT_000321,EXACT,529433631560,ICIC0002468,Sunil Dutta,100.0,ENT_000066
C000494,ENT_000282,EXACT,472210151899,CNRB0006677,Dhruv Tiwari,100.0,ENT_000401
C000495,ENT_000271,EXACT,458236319765,AXIS0003456,"Yadav, Amit",100.0,ENT_000116
C000496,ENT_000140,EXACT,290828210234,HDFC0005678,Swati Gaikwad,100.0,ENT_000356
C000497,ENT_000644,EXACT,921428173109,SBIN0001234,Anita Kumar,100.0,ENT_000435
C000498,ENT_000040,EXACT,165606286550,KKBK0001928,Aadhya Dubey,100.0,ENT_000607
C000499,ENT_000560,EXACT,829326155336,AXIS0007890,aditya ghosh,100.0,ENT_000599
C000500,ENT_000465,EXACT,718187630594,UBIN0007788,Neha Rao,100.0,ENT_000545
C000501,ENT_000219,EXACT,394936156580,UBIN0007788,Ishan Tiwari,100.0,ENT_000018
C000502,ENT_000612,EXACT,882360527749,UBIN0007788,Aadhya Bhatia,100.0,ENT_000470
C000503,ENT_000166,EXACT,329692249128,CNRB0004455,Sunita Roy,100.0,ENT_000620
C000504,ENT_000373,EXACT,595070021138,ICIC0008765,Ritvik Shah,100.0,ENT_000499
C000505,ENT_000216,EXACT,388472023723,KKBK0003210,Nikhil Chatterjee,100.0,ENT_000044
C000506,ENT_000621,EXACT,892975625286,BARB0006789,"Reddy, Swati",100.0,ENT_000526
C000507,ENT_000478,EXACT,728107796415,KKBK0003210,Saanvi Srivastava,100.0,ENT_000680
C000508,ENT_000652,EXACT,935122206857,SBIN0005678,Angel Sen,100.0,ENT_000229
C000509,ENT_000313,EXACT,518008488562,BARB0006789,Kavya Dutta,100.0,ENT_000321
C000510,ENT_000615,EXACT,887397615467,KKBK0007890,Advik Srivastava,100.0,ENT_000549
C000511,ENT_000410,EXACT,650925102373,KKBK0001928,Karan Ahmed,100.0,ENT_000214
C000512,ENT_000451,EXACT,697775508839,PUNB0009876,Rajesh Shah,100.0,ENT_000450
C000513,ENT_000341,EXACT,559913616724,UBIN0005566,Preeti Pawar,100.0,ENT_000075
C000514,ENT_000375,EXACT,595904407913,SBIN0005678,Bhatia Aayan,100.0,ENT_000377
C000515,ENT_000332,EXACT,540909937895,SBIN0009101,Ritvik Biswas,100.0,ENT_000342
C000516,ENT_000338,EXACT,552790822417,AXIS0006543,Reyansh Srivastava,100.0,ENT_000056
C000517,ENT_000608,EXACT,878453131767,AXIS0006543,Deepak Pawar,100.0,ENT_000385
C000518,ENT_000268,EXACT,456193888210,CNRB0004455,Anika Bose,100.0,ENT_000245
C000519,ENT_000472,EXACT,721715610769,IDIB0001122,Anil  Srivastava,100.0,ENT_000372
C000520,ENT_000606,EXACT,877579719274,AXIS0007890,Aarav Pawar,100.0,ENT_000111
C000521,ENT_000152,EXACT,309720703079,SBIN0005678, Neha Kapoor,100.0,ENT_000617
C000522,ENT_000673,EXACT,962050089293,BARB0003579,Ananya Biswas,100.0,ENT_000672
C000523,ENT_000476,EXACT,727588670509,UBIN0005566,Meera Kapoor,100.0,ENT_000540
C000524,ENT_000449,EXACT,696695139934,IDIB0001122,Navya Dey,100.0,ENT_000045
C000525,ENT_000154,EXACT,311625223853,IDIB0003344,Advaith Jain,100.0,ENT_000560
C000526,ENT_000251,EXACT,434821263002,KKBK0007890,Priya Srivastava,100.0,ENT_000492
C000527,ENT_000376,EXACT,597707816158,ICIC0008765,Sanjay Mishra,100.0,ENT_000174
C000528,ENT_000569,EXACT,837884981282,CNRB0004455,Priya Sen,100.0,ENT_000100
C000529,ENT_000046,EXACT,168300472052,HDFC0004321,Swati Sharma,100.0,ENT_000065
C000530,ENT_000066,EXACT,189761667273,PUNB0005432,Ritvik Kumar,100.0,ENT_000319
C000531,ENT_000664,EXACT,945999235805,IDIB0005566,Sweta Verma,100.0,ENT_000338
C000532,ENT_000350,EXACT,572899688547,PUNB0001357,Sunil Dey,100.0,ENT_000169
C000533,ENT_000497,EXACT,747939482105,AXIS0007890,Suresh Mishra,100.0,ENT_000202
C000534,ENT_000265,EXACT,451990349323,BARB0003579,Ashok Gaikwad,100.0,ENT_000256
C000535,ENT_000324,EXACT,534932502545,HDFC0005678,Vikram Deshmukh,100.0,ENT_000077
C000536,ENT_000667,EXACT,948676594151,UBIN0005566,Rajesh Ghosh,100.0,ENT_000605
C000537,ENT_000536,EXACT,795669368396,BARB0006789,Riya Dey,100.0,ENT_000232
C000538,ENT_000301,EXACT,497363671483,BARB0006789,Karan Dubey,100.0,ENT_000228
C000539,ENT_000512,EXACT,764412655714,UBIN0007788,Angel Malhotra,100.0,ENT_000623
C000540,ENT_000075,EXACT,198915919054,UBIN0009900,Kavya Chatterjee,100.0,ENT_000343
C000541,ENT_000502,EXACT,755439143467,IDIB0003344,Sara Pawar,100.0,ENT_000200
C000542,ENT_000127,EXACT,269121724065,HDFC0004321,Pari Bose,100.0,ENT_000402
C000543,ENT_000601,EXACT,871590378377,KKBK0001928,Alok Mukherjee,100.0,ENT_000006
C000544,ENT_000179,EXACT,339940462494,AXIS0007890,Anil Mukherjee,100.0,ENT_000324
C000545,ENT_000306,EXACT,506568138339,SBIN0009101,Varun Tripathi,100.0,ENT_000167
C000546,ENT_000285,EXACT,482016878181,BARB0002345,Vikram Dubey,100.0,ENT_000269
C000547,ENT_000340,EXACT,557717515381,HDFC0004321,Shaurya Pawar,100.0,ENT_000431
C000548,ENT_000001,EXACT,101843567009,BARB0006789,Anita Ghosh,100.0,ENT_000430
C000549,ENT_000190,EXACT,351487177987,BARB0002345,Sara Sharma,100.0,ENT_000049
C000550,ENT_000110,EXACT,244092801172,CNRB0008899,Rahul Ahmed,100.0,ENT_000230
C000551,ENT_000449,EXACT,696695139934,IDIB0001122,Navya Dey,100.0,ENT_000045
C000552,ENT_000164,EXACT,326303975452,AXIS0007890,Varun Choudhury,100.0,ENT_000530
C000553,ENT_000670,EXACT,950194325949,BARB0003579,Karan Deshmukh,100.0,ENT_000371
C000554,ENT_000627,EXACT,899999819493,PUNB0001357,Siddharth Bhatia,100.0,ENT_000508
C000555,ENT_000579,EXACT,849325047857,KKBK0003210,Meena Rao,100.0,ENT_000478
C000556,ENT_000391,EXACT,619349682898,CNRB0004455,Aayan Dey,100.0,ENT_000531
C000557,ENT_000157,EXACT,318212526070,HDFC0005678,Vihaan Gupta,100.0,ENT_000125
C000558,ENT_000687,EXACT,980891814797,UBIN0009900,Ajay Mehta,100.0,ENT_000627
C000559,ENT_000556,EXACT,822639765311,HDFC0005678,Nikhil Kapoor,100.0,ENT_000699
C000560,ENT_000167,EXACT,330675680000,AXIS0006543,Amit Bose,100.0,ENT_000696
C000561,ENT_000566,EXACT,835855226311,HDFC0001234,Kunal Agarwal,100.0,ENT_000331
C000562,ENT_000490,EXACT,738506846386,PUNB0001357,Ajay Yadav,100.0,ENT_000183
C000563,ENT_000452,EXACT,698513567016,PUNB0005432,Aadhya Srivastava,100.0,ENT_000438
C000564,ENT_000262,EXACT,448348407515,ICIC0008765,Sanjay Joshi,100.0,ENT_000498
C000565,ENT_000371,EXACT,592650091135,ICIC0004321,Rahul Bose,90.91,ENT_000465
C000566,ENT_000540,EXACT,799050464905,UBIN0007788,Advik Ahmed,100.0,ENT_000259
C000567,ENT_000518,EXACT,774778990070,UBIN0009900,Riya Ghosh,100.0,ENT_000546
C000568,ENT_000548,EXACT,806799110299,BARB0003579,R. Dubey,73.68,ENT_000373
