subgraph_id,seed_account,contains_laundering,num_nodes,num_edges,in_degree_seed,out_degree_seed,fan_out_ratio,density,average_degree,num_terminal_sinks,total_transaction_value,max_transaction_value,velocity_tph,velocity_vph,graphml_path
IBM_POS_0151,B36932_80F1AF780,1,9,28,2,4,2.0,0.3889,6.2222,1,764299.22,235545.18,0.3889,10615.27,data\ibm_graphs\IBM_POS_0151.graphml
IBM_POS_0152,B3149_8013DB9A0,1,6,20,4,2,0.5,0.6667,6.6667,1,255539.66,18844.28,0.2778,3549.16,data\ibm_graphs\IBM_POS_0152.graphml
IBM_POS_0153,B229799_80AD2BB10,1,2,4,2,4,2.0,2.0,4.0,1,628329.96,294487.1,0.0556,8726.81,data\ibm_graphs\IBM_POS_0153.graphml
IBM_POS_0154,B48526_8120D4990,1,14,26,0,2,2.0,0.1429,3.7143,1,1632544.64,291133.92,0.3611,22674.23,data\ibm_graphs\IBM_POS_0154.graphml
IBM_POS_0155,B1853_8010B21A0,1,20,57,4,6,1.5,0.15,5.7,8,12130762.16,4096277.12,0.7917,168482.81,data\ibm_graphs\IBM_POS_0155.graphml
IBM_POS_0156,B21745_800A75B90,1,5898,12256,8,38,4.75,0.0004,4.156,5860,7410637166.11,825807854.75,170.2222,102925516.2,data\ibm_graphs\IBM_POS_0156.graphml
IBM_POS_0157,B121415_80D2537C0,1,8701,32948,8,6,0.75,0.0004,7.5734,4494,13175537286.91,665929360.0,457.6111,182993573.43,data\ibm_graphs\IBM_POS_0157.graphml
IBM_POS_0158,B149345_812D1AC00,1,506,1086,10,2,0.2,0.0042,4.2925,475,1094420259.26,516342138.42,15.0833,15200281.38,data\ibm_graphs\IBM_POS_0158.graphml
IBM_POS_0159,B227406_813814C00,1,6,23,2,4,2.0,0.7667,7.6667,1,1085380.86,394577.88,0.3194,15074.73,data\ibm_graphs\IBM_POS_0159.graphml
IBM_POS_0160,B1522_800587B60,1,7,23,6,8,1.3333,0.5476,6.5714,2,1516446.8,741697.81,0.3194,21061.76,data\ibm_graphs\IBM_POS_0160.graphml
IBM_POS_0161,B48309_81239C5C0,1,546,1126,6,4,0.6667,0.0038,4.1245,534,12491675279.64,5862450542.14,15.6389,173495490.0,data\ibm_graphs\IBM_POS_0161.graphml
IBM_POS_0162,B9679_8044F5A10,1,760,1593,2,4,2.0,0.0028,4.1921,750,90164667507.49,29844015196.94,22.125,1252287048.72,data\ibm_graphs\IBM_POS_0162.graphml
IBM_POS_0163,B21575_801A58F80,1,44,144,12,24,2.0,0.0761,6.5455,29,424261370.65,183671436.65,2.0,5892519.04,data\ibm_graphs\IBM_POS_0163.graphml
IBM_POS_0164,B239173_80FF26B70,1,8,28,0,2,2.0,0.5,7.0,0,626775.89,296403.51,0.3889,8705.22,data\ibm_graphs\IBM_POS_0164.graphml
IBM_POS_0165,B70_100428810,1,3680,18091,4,3964,991.0,0.0013,9.8321,1184,11629721496.34,1397665064.97,251.2639,161523909.67,data\ibm_graphs\IBM_POS_0165.graphml
IBM_POS_0166,B20_800BBBEC0,1,6,37,6,12,2.0,1.2333,12.3333,1,812439.57,151663.72,0.5139,11283.88,data\ibm_graphs\IBM_POS_0166.graphml
IBM_POS_0167,B2467_801018DA0,1,5294,10651,10,14,1.4,0.0004,4.0238,5282,4021438484.9,352043604.5,147.9306,55853312.29,data\ibm_graphs\IBM_POS_0167.graphml
IBM_POS_0168,B241636_80FC38120,1,8,32,2,4,2.0,0.5714,8.0,0,7547348.96,3691867.35,0.4444,104824.29,data\ibm_graphs\IBM_POS_0168.graphml
IBM_POS_0169,B18097_807507390,1,1055,2157,2,4,2.0,0.0019,4.0891,1049,3564083039.66,679797968.71,29.9583,49501153.33,data\ibm_graphs\IBM_POS_0169.graphml
IBM_POS_0170,B11318_8011AB110,1,2,2,0,2,2.0,1.0,2.0,1,23042.86,11521.43,0.0278,320.04,data\ibm_graphs\IBM_POS_0170.graphml
IBM_POS_0171,B1655_802078880,1,14,51,2,6,3.0,0.2802,7.2857,2,5689566.64,2769249.84,0.7083,79021.76,data\ibm_graphs\IBM_POS_0171.graphml
IBM_POS_0172,B122342_8116734B0,1,10,33,2,6,3.0,0.3667,6.6,3,47135761.66,35439188.0,0.4583,654663.36,data\ibm_graphs\IBM_POS_0172.graphml
IBM_POS_0173,B70_1004287C8,1,3061,14500,18,3192,177.3333,0.0015,9.474,964,452300837340.53,22333250898.34,201.3889,6281956074.17,data\ibm_graphs\IBM_POS_0173.graphml
IBM_POS_0174,B112354_80A669990,1,10,24,0,2,2.0,0.2667,4.8,2,659592.58,305479.86,0.3333,9161.01,data\ibm_graphs\IBM_POS_0174.graphml
IBM_POS_0175,B20_800060420,1,6045,12755,6,52,8.6667,0.0003,4.22,5954,7339433555.41,825807854.75,177.1528,101936577.16,data\ibm_graphs\IBM_POS_0175.graphml
IBM_POS_0176,B22164_802528AE0,1,14,85,8,8,1.0,0.467,12.1429,1,6026752.77,707730.8,1.1806,83704.9,data\ibm_graphs\IBM_POS_0176.graphml
IBM_POS_0177,B12_8016FDD30,1,3,6,4,4,1.0,1.0,4.0,1,109598.84,19847.78,0.0833,1522.21,data\ibm_graphs\IBM_POS_0177.graphml
IBM_POS_0178,B113779_805593540,1,2,2,0,2,2.0,1.0,2.0,1,38761.36,19380.68,0.0278,538.35,data\ibm_graphs\IBM_POS_0178.graphml
IBM_POS_0179,B70_1004286F0,1,4187,20388,4,4284,1071.0,0.0012,9.7387,1333,77222782585.2,4334797639.45,283.1667,1072538647.02,data\ibm_graphs\IBM_POS_0179.graphml
IBM_POS_0180,B70_1004289C0,1,3785,17792,8,3986,498.25,0.0012,9.4013,1149,33948486408.88,2799575044.34,247.1111,471506755.68,data\ibm_graphs\IBM_POS_0180.graphml
IBM_POS_0181,B21381_802FFC060,1,16,58,12,4,0.3333,0.2417,7.25,7,429560155.72,154561250.04,0.8056,5966113.27,data\ibm_graphs\IBM_POS_0181.graphml
IBM_POS_0182,B2627_80E2C7260,1,8,30,4,4,1.0,0.5357,7.5,1,1349002.51,584752.06,0.4167,18736.15,data\ibm_graphs\IBM_POS_0182.graphml
IBM_POS_0183,B1588_80820F1A0,1,10,29,2,4,2.0,0.3222,5.8,5,3703197.21,1346658.78,0.4028,51433.29,data\ibm_graphs\IBM_POS_0183.graphml
IBM_POS_0184,B1674_801309540,1,22,75,4,6,1.5,0.1623,6.8182,10,1285468.53,264530.59,1.0417,17853.73,data\ibm_graphs\IBM_POS_0184.graphml
IBM_POS_0185,B1_800BA6480,1,2,2,0,2,2.0,1.0,2.0,1,14806.14,7403.07,0.0278,205.64,data\ibm_graphs\IBM_POS_0185.graphml
IBM_POS_0186,B21387_80AC0B060,1,9,32,2,4,2.0,0.4444,7.1111,3,860697.15,383758.77,0.4444,11954.13,data\ibm_graphs\IBM_POS_0186.graphml
IBM_POS_0187,B18196_80CAE3930,1,19,69,4,6,1.5,0.2018,7.2632,6,7836398.29,1585800.6,0.9583,108838.87,data\ibm_graphs\IBM_POS_0187.graphml
IBM_POS_0188,B14381_805C2AFB0,1,22,62,4,2,0.5,0.1342,5.6364,7,133129212862.47,66414493570.04,0.8611,1849016845.31,data\ibm_graphs\IBM_POS_0188.graphml
IBM_POS_0189,B9482_806694250,1,11,36,0,2,2.0,0.3273,6.5455,1,575195.69,57360.92,0.5,7988.83,data\ibm_graphs\IBM_POS_0189.graphml
IBM_POS_0190,B4259_801B80F10,1,7,9,0,2,2.0,0.2143,2.5714,4,46898.45,18473.0,0.125,651.37,data\ibm_graphs\IBM_POS_0190.graphml
IBM_POS_0191,B28094_80A7322F0,1,10,33,2,4,2.0,0.3667,6.6,2,2485652.72,2382195.0,0.4583,34522.95,data\ibm_graphs\IBM_POS_0191.graphml
IBM_POS_0192,B22_80030CC80,1,10,23,2,4,2.0,0.2556,4.6,4,6624810.32,3223823.07,0.3194,92011.25,data\ibm_graphs\IBM_POS_0192.graphml
IBM_POS_0193,B3242_8015CC830,1,2,4,0,4,4.0,2.0,4.0,1,28541.98,13461.85,0.0556,396.42,data\ibm_graphs\IBM_POS_0193.graphml
IBM_POS_0194,B6_80A2953E0,1,5964,13921,6,4,0.6667,0.0004,4.6683,5396,5157658150.27,352043604.5,193.3472,71634140.98,data\ibm_graphs\IBM_POS_0194.graphml
IBM_POS_0195,B3229_803FF9220,1,5638,11408,0,2,2.0,0.0004,4.0468,5631,6506519629.88,1615849280.83,158.4444,90368328.19,data\ibm_graphs\IBM_POS_0195.graphml
IBM_POS_0196,B24856_8090E8EB0,1,6,18,4,4,1.0,0.6,6.0,1,3980386.58,644865.78,0.25,55283.15,data\ibm_graphs\IBM_POS_0196.graphml
IBM_POS_0197,B118202_807540A30,1,11,27,6,6,1.0,0.2455,4.9091,1,46237947.4,22034079.14,0.375,642193.71,data\ibm_graphs\IBM_POS_0197.graphml
IBM_POS_0198,B4726_803CA44E0,1,17,80,2,2,1.0,0.2941,9.4118,5,5650449.2,1525670.09,1.1111,78478.46,data\ibm_graphs\IBM_POS_0198.graphml
IBM_POS_0199,B4_812F3E350,1,10,24,0,4,4.0,0.2667,4.8,3,36143631.69,12424082.79,0.3333,501994.88,data\ibm_graphs\IBM_POS_0199.graphml
IBM_POS_0200,B20_8001B0FA0,1,6,13,2,2,1.0,0.4333,4.3333,1,147796.71,13787.17,0.1806,2052.73,data\ibm_graphs\IBM_POS_0200.graphml
IBM_NEG_0001,B8354_80AFDEF60,0,1,4,4,4,1.0,0.0,8.0,0,804.42,378.78,0.0556,11.17,data\ibm_graphs\IBM_NEG_0001.graphml
IBM_NEG_0002,B25113_8094E5E40,1,651,1374,12,10,0.8333,0.0032,4.2212,634,434867882.83,100198692.09,19.0833,6039831.71,data\ibm_graphs\IBM_NEG_0002.graphml
IBM_NEG_0003,B12381_8129829C0,0,1,2,2,2,1.0,0.0,4.0,0,136709.14,68354.57,0.0278,1898.74,data\ibm_graphs\IBM_NEG_0003.graphml
IBM_NEG_0004,B31845_810CF30B0,0,1,2,2,2,1.0,0.0,4.0,0,3062.24,1531.12,0.0278,42.53,data\ibm_graphs\IBM_NEG_0004.graphml
IBM_NEG_0005,B122352_8128C4A60,0,27,110,8,2,0.25,0.1567,8.1481,12,2623443.64,928491.32,1.5278,36436.72,data\ibm_graphs\IBM_NEG_0005.graphml
IBM_NEG_0006,B236684_80ED34220,0,6,26,8,4,0.5,0.8667,8.6667,2,707937.35,381116.23,0.3611,9832.46,data\ibm_graphs\IBM_NEG_0006.graphml
IBM_NEG_0007,B240304_80FA62260,0,54,206,2,4,2.0,0.072,7.6296,4,247183221.11,121771019.37,2.8611,3433100.29,data\ibm_graphs\IBM_NEG_0007.graphml
IBM_NEG_0008,B3_8047ACE00,0,1,4,4,4,1.0,0.0,8.0,0,4451138.34,2225157.45,0.0556,61821.37,data\ibm_graphs\IBM_NEG_0008.graphml
IBM_NEG_0009,B2385_80238C4C0,1,9604,20014,0,12,12.0,0.0002,4.1678,9590,12799786210.05,1615849280.83,277.9722,177774808.47,data\ibm_graphs\IBM_NEG_0009.graphml
IBM_NEG_0010,B32229_800CD04C0,0,2,4,0,2,2.0,2.0,4.0,0,55582.6,27519.99,0.0556,771.98,data\ibm_graphs\IBM_NEG_0010.graphml
IBM_NEG_0011,B254958_8145827C1,1,764,1576,10,6,0.6,0.0027,4.1257,751,42667.22,13094.65,21.8889,592.6,data\ibm_graphs\IBM_NEG_0011.graphml
IBM_NEG_0012,B136808_80FEBF040,0,1,2,2,2,1.0,0.0,4.0,0,7217.16,3608.58,0.0278,100.24,data\ibm_graphs\IBM_NEG_0012.graphml
IBM_NEG_0013,B16011_8077D6340,0,1,2,2,2,1.0,0.0,4.0,0,116.84,58.42,0.0278,1.62,data\ibm_graphs\IBM_NEG_0013.graphml
IBM_NEG_0014,B23731_808B6AF90,0,1,4,4,4,1.0,0.0,8.0,0,142162.52,71065.69,0.0556,1974.48,data\ibm_graphs\IBM_NEG_0014.graphml
IBM_NEG_0015,B21258_80126F4A0,0,1,2,2,2,1.0,0.0,4.0,0,6703.38,3351.69,0.0278,93.1,data\ibm_graphs\IBM_NEG_0015.graphml
IBM_NEG_0016,B1_800C36370,0,1,2,2,2,1.0,0.0,4.0,0,43.3,21.65,0.0278,0.6,data\ibm_graphs\IBM_NEG_0016.graphml
IBM_NEG_0017,B24963_805B4BB20,0,3,22,6,18,3.0,3.6667,14.6667,0,7546923697.26,2574956339.8,0.3056,104818384.68,data\ibm_graphs\IBM_NEG_0017.graphml
IBM_NEG_0018,B46504_8118E05A0,0,1,2,2,2,1.0,0.0,4.0,0,14710.32,7355.16,0.0278,204.31,data\ibm_graphs\IBM_NEG_0018.graphml
IBM_NEG_0019,B232259_80C287780,0,1,2,2,2,1.0,0.0,4.0,0,12.14,6.07,0.0278,0.17,data\ibm_graphs\IBM_NEG_0019.graphml
IBM_NEG_0020,B43923_81070EFE0,0,1,4,4,4,1.0,0.0,8.0,0,102895.08,51429.75,0.0556,1429.1,data\ibm_graphs\IBM_NEG_0020.graphml
IBM_NEG_0021,B2591_8014A1950,0,1,2,2,2,1.0,0.0,4.0,0,23.36,11.68,0.0278,0.32,data\ibm_graphs\IBM_NEG_0021.graphml
IBM_NEG_0022,B1047_802310880,0,7,23,2,6,3.0,0.5476,6.5714,3,2986065.21,1236316.93,0.3194,41473.13,data\ibm_graphs\IBM_NEG_0022.graphml
IBM_NEG_0023,B12_80150EA80,0,14,61,8,12,1.5,0.3352,8.7143,2,10004679.79,2923334.35,0.8472,138953.89,data\ibm_graphs\IBM_NEG_0023.graphml
IBM_NEG_0024,B344042_810D25A50,0,12,23,0,2,2.0,0.1742,3.8333,6,28979447.52,28451112.0,0.3194,402492.33,data\ibm_graphs\IBM_NEG_0024.graphml
IBM_NEG_0025,B22091_811FA62F0,0,4,25,8,2,0.25,2.0833,12.5,1,1500235.38,458882.93,0.3472,20836.6,data\ibm_graphs\IBM_NEG_0025.graphml
IBM_NEG_0026,B17732_8053EFF70,0,1,4,4,4,1.0,0.0,8.0,0,16197.68,8081.73,0.0556,224.97,data\ibm_graphs\IBM_NEG_0026.graphml
IBM_NEG_0027,B3_804A144F0,0,31,139,8,22,2.75,0.1495,8.9677,8,530957486.62,84834301.52,1.9306,7374409.54,data\ibm_graphs\IBM_NEG_0027.graphml
IBM_NEG_0028,B310600_803FA0600,0,1,2,2,2,1.0,0.0,4.0,0,420311.36,210155.68,0.0278,5837.66,data\ibm_graphs\IBM_NEG_0028.graphml
IBM_NEG_0029,B31144_81166E430,0,23,89,10,6,0.6,0.1759,7.7391,9,2546048.56,543153.33,1.2361,35361.79,data\ibm_graphs\IBM_NEG_0029.graphml
IBM_NEG_0030,B21_803AFA770,0,14,55,8,10,1.25,0.3022,7.8571,5,424589955.49,136513054.0,0.7639,5897082.72,data\ibm_graphs\IBM_NEG_0030.graphml
IBM_NEG_0031,B113060_80A65D550,1,12807,54259,6,8,1.3333,0.0003,8.4733,5002,29723531208.02,825807854.75,753.5972,412826822.33,data\ibm_graphs\IBM_NEG_0031.graphml
IBM_NEG_0032,B3123_807462E10,0,1,2,2,2,1.0,0.0,4.0,0,133706.92,66853.46,0.0278,1857.04,data\ibm_graphs\IBM_NEG_0032.graphml
IBM_NEG_0033,B123997_80A3C3420,0,5,16,6,4,0.6667,0.8,6.4,1,582697.28,175086.35,0.2222,8093.02,data\ibm_graphs\IBM_NEG_0033.graphml
IBM_NEG_0034,B145106_810F1CF00,0,1,2,2,2,1.0,0.0,4.0,0,239659.72,119829.86,0.0278,3328.61,data\ibm_graphs\IBM_NEG_0034.graphml
IBM_NEG_0035,B116781_806F27260,0,10,37,4,6,1.5,0.4111,7.4,0,122911118.11,34930358.63,0.5139,1707098.86,data\ibm_graphs\IBM_NEG_0035.graphml
IBM_NEG_0036,B123869_809023D40,0,9,33,4,2,0.5,0.4583,7.3333,1,633976.38,145105.69,0.4583,8805.23,data\ibm_graphs\IBM_NEG_0036.graphml
IBM_NEG_0037,B220_80FE56C70,0,24,110,12,16,1.3333,0.1993,9.1667,11,125063539.41,63235607.69,1.5278,1736993.6,data\ibm_graphs\IBM_NEG_0037.graphml
IBM_NEG_0038,B225215_809D2D3D0,0,7,16,2,4,2.0,0.381,4.5714,3,19466.35,5343.21,0.2222,270.37,data\ibm_graphs\IBM_NEG_0038.graphml
IBM_NEG_0039,B225263_810024B10,0,1,2,2,2,1.0,0.0,4.0,0,42561.66,21280.83,0.0278,591.13,data\ibm_graphs\IBM_NEG_0039.graphml
IBM_NEG_0040,B222773_808AEEDD0,0,1,2,2,2,1.0,0.0,4.0,0,12.86,6.43,0.0278,0.18,data\ibm_graphs\IBM_NEG_0040.graphml
IBM_NEG_0041,B29069_80C12E2E0,0,7,25,8,4,0.5,0.5952,7.1429,2,227270.15,150523.76,0.3472,3156.53,data\ibm_graphs\IBM_NEG_0041.graphml
IBM_NEG_0042,B10344_8056ECDD0,0,4,16,0,4,4.0,1.3333,8.0,0,552412.73,194193.58,0.2222,7672.4,data\ibm_graphs\IBM_NEG_0042.graphml
IBM_NEG_0043,B3211_8008BB570,0,1,2,2,2,1.0,0.0,4.0,0,39986.04,19993.02,0.0278,555.36,data\ibm_graphs\IBM_NEG_0043.graphml
IBM_NEG_0044,B15863_8025F6B70,1,12804,54245,6,12,2.0,0.0003,8.4731,4999,29716996190.73,825807854.75,753.4028,412736058.2,data\ibm_graphs\IBM_NEG_0044.graphml
IBM_NEG_0045,B229620_80EBE2680,0,1,2,2,2,1.0,0.0,4.0,0,12886.56,6443.28,0.0278,178.98,data\ibm_graphs\IBM_NEG_0045.graphml
IBM_NEG_0046,B795_8013D9520,0,9,28,4,16,4.0,0.3889,6.2222,4,912465.74,325390.0,0.3889,12673.14,data\ibm_graphs\IBM_NEG_0046.graphml
IBM_NEG_0047,B15730_811096700,0,1,2,2,2,1.0,0.0,4.0,0,6.1,3.05,0.0278,0.08,data\ibm_graphs\IBM_NEG_0047.graphml
IBM_NEG_0048,B133490_80FBF7560,0,1,2,2,2,1.0,0.0,4.0,0,20826.4,10413.2,0.0278,289.26,data\ibm_graphs\IBM_NEG_0048.graphml
IBM_NEG_0049,B1588_8006E6380,0,42,158,8,8,1.0,0.0918,7.5238,19,66258723.0,26076413.24,2.1944,920260.04,data\ibm_graphs\IBM_NEG_0049.graphml
IBM_NEG_0050,B14387_806446B50,0,29,93,10,4,0.4,0.1145,6.4138,13,47027079.63,33842137.0,1.2917,653153.88,data\ibm_graphs\IBM_NEG_0050.graphml
IBM_NEG_0051,B1024_8006BAB70,1,5873,12118,2,14,7.0,0.0004,4.1267,5850,7814209673.34,825807854.75,168.3056,108530689.91,data\ibm_graphs\IBM_NEG_0051.graphml
IBM_NEG_0052,B27637_803AE56A0,1,9618,20079,6,8,1.3333,0.0002,4.1753,9593,12684138077.1,1615849280.83,278.875,176168584.4,data\ibm_graphs\IBM_NEG_0052.graphml
IBM_NEG_0053,B908_8007605E0,0,63,210,14,24,1.7143,0.0538,6.6667,28,31401613.99,3349846.77,2.9167,436133.53,data\ibm_graphs\IBM_NEG_0053.graphml
IBM_NEG_0054,B210404_80BF70D60,0,4,16,2,4,2.0,1.3333,8.0,0,821872.97,171734.5,0.2222,11414.9,data\ibm_graphs\IBM_NEG_0054.graphml
IBM_NEG_0055,B34604_80CBFE3A0,0,53,200,0,2,2.0,0.0726,7.5472,1,683836267.45,296306818.05,2.7778,9497725.94,data\ibm_graphs\IBM_NEG_0055.graphml
IBM_NEG_0056,B7478_8057B4DB0,0,9,36,6,8,1.3333,0.5,8.0,1,2671036.34,544104.04,0.5,37097.73,data\ibm_graphs\IBM_NEG_0056.graphml
IBM_NEG_0057,B352604_813985110,0,1,2,2,2,1.0,0.0,4.0,0,29666.7,14833.35,0.0278,412.04,data\ibm_graphs\IBM_NEG_0057.graphml
IBM_NEG_0058,B12797_80132D340,0,46,176,12,12,1.0,0.085,7.6522,20,34230951.74,4411008.43,2.4444,475429.89,data\ibm_graphs\IBM_NEG_0058.graphml
IBM_NEG_0059,B43460_8100BE730,0,31,128,6,16,2.6667,0.1376,8.2581,14,35575981.98,11547201.54,1.7778,494110.86,data\ibm_graphs\IBM_NEG_0059.graphml
IBM_NEG_0060,B17907_80E009870,0,10,40,8,20,2.5,0.4444,8.0,0,2619945.06,845785.0,0.5556,36388.13,data\ibm_graphs\IBM_NEG_0060.graphml
IBM_NEG_0061,B46616_8115E9030,1,966,2035,14,2,0.1429,0.0022,4.2133,955,2675175682.32,1662786175.66,28.2639,37155217.81,data\ibm_graphs\IBM_NEG_0061.graphml
IBM_NEG_0062,B248047_81219C480,0,3,16,4,2,0.5,2.6667,10.6667,0,292594.22,94383.55,0.2222,4063.81,data\ibm_graphs\IBM_NEG_0062.graphml
IBM_NEG_0063,B45563_8111EF9E0,1,2111,8968,6,6,1.0,0.002,8.4964,770,14579984047.67,2799575044.34,124.5556,202499778.44,data\ibm_graphs\IBM_NEG_0063.graphml
IBM_NEG_0064,B27_80CA50FF0,0,1,4,4,4,1.0,0.0,8.0,0,524808.4,262325.83,0.0556,7289.01,data\ibm_graphs\IBM_NEG_0064.graphml
IBM_NEG_0065,B16586_80321D310,0,1,4,4,4,1.0,0.0,8.0,0,12966.82,6474.67,0.0556,180.09,data\ibm_graphs\IBM_NEG_0065.graphml
IBM_NEG_0066,B4766_802EE6030,0,1,2,2,2,1.0,0.0,4.0,0,41928.52,20964.26,0.0278,582.34,data\ibm_graphs\IBM_NEG_0066.graphml
IBM_NEG_0067,B128960_80ADB39B0,0,13,47,6,8,1.3333,0.3013,7.2308,4,28846750.35,5389173.35,0.6528,400649.31,data\ibm_graphs\IBM_NEG_0067.graphml
IBM_NEG_0068,B23_80C8DE6D0,0,9,41,4,12,3.0,0.5694,9.1111,2,3540817.37,717798.52,0.5694,49178.02,data\ibm_graphs\IBM_NEG_0068.graphml
IBM_NEG_0069,B8771_809811F50,1,21536,91249,10,4,0.4,0.0002,8.4741,8510,85619947810.5,6864834129.45,1267.3472,1189165941.81,data\ibm_graphs\IBM_NEG_0069.graphml
IBM_NEG_0070,B312190_8049C1900,0,1,2,2,2,1.0,0.0,4.0,0,3837079.66,1918539.83,0.0278,53292.77,data\ibm_graphs\IBM_NEG_0070.graphml
IBM_NEG_0071,B138335_80F073EB0,0,1,4,4,4,1.0,0.0,8.0,0,33.1,9.23,0.0556,0.46,data\ibm_graphs\IBM_NEG_0071.graphml
IBM_NEG_0072,B41745_80F70EC20,0,10,29,0,4,4.0,0.3222,5.8,2,14320439.62,6893261.75,0.4028,198894.99,data\ibm_graphs\IBM_NEG_0072.graphml
IBM_NEG_0073,B1420_80C59DD40,0,1,4,4,4,1.0,0.0,8.0,0,5927.66,2956.47,0.0556,82.33,data\ibm_graphs\IBM_NEG_0073.graphml
IBM_NEG_0074,B335347_80D82CC90,0,2,6,0,2,2.0,3.0,6.0,0,24814.8,6772.6,0.0833,344.65,data\ibm_graphs\IBM_NEG_0074.graphml
IBM_NEG_0075,B48309_8122D91F0,0,1,4,4,4,1.0,0.0,8.0,0,111873.54,55918.84,0.0556,1553.8,data\ibm_graphs\IBM_NEG_0075.graphml
IBM_NEG_0076,B4_8036A6880,0,23,98,8,8,1.0,0.1937,8.5217,9,52879211.75,21279004.34,1.3611,734433.5,data\ibm_graphs\IBM_NEG_0076.graphml
IBM_NEG_0077,B4523_8024607C0,0,24,92,8,8,1.0,0.1667,7.6667,8,53096372.89,26241118.38,1.2778,737449.62,data\ibm_graphs\IBM_NEG_0077.graphml
IBM_NEG_0078,B112354_811608350,0,5,14,2,4,2.0,0.7,5.6,1,39958.79,18604.67,0.1944,554.98,data\ibm_graphs\IBM_NEG_0078.graphml
IBM_NEG_0079,B3149_80157A070,0,1,2,2,2,1.0,0.0,4.0,0,863.56,431.78,0.0278,11.99,data\ibm_graphs\IBM_NEG_0079.graphml
IBM_NEG_0080,B31756_802D4DB20,0,1,2,2,2,1.0,0.0,4.0,0,30717.28,15358.64,0.0278,426.63,data\ibm_graphs\IBM_NEG_0080.graphml
IBM_NEG_0081,B13145_807A63EC0,0,1,4,4,4,1.0,0.0,8.0,0,259458.54,129704.56,0.0556,3603.59,data\ibm_graphs\IBM_NEG_0081.graphml
IBM_NEG_0082,B142950_810ECA550,0,12,52,8,4,0.5,0.3939,8.6667,3,1927616587.86,621239222.75,0.7222,26772452.61,data\ibm_graphs\IBM_NEG_0082.graphml
IBM_NEG_0083,B139828_80ED10970,0,1,2,2,2,1.0,0.0,4.0,0,1133.68,566.84,0.0278,15.75,data\ibm_graphs\IBM_NEG_0083.graphml
IBM_NEG_0084,B341552_80FA14E80,0,1,2,2,2,1.0,0.0,4.0,0,25445.56,12722.78,0.0278,353.41,data\ibm_graphs\IBM_NEG_0084.graphml
IBM_NEG_0085,B122055_809340350,0,1,4,4,4,1.0,0.0,8.0,0,2649.12,1296.89,0.0556,36.79,data\ibm_graphs\IBM_NEG_0085.graphml
IBM_NEG_0086,B211212_808821930,1,11,34,2,8,4.0,0.3091,6.1818,3,5381324.98,960282.95,0.4722,74740.62,data\ibm_graphs\IBM_NEG_0086.graphml
IBM_NEG_0087,B38486_8121B3EC0,1,5,8,2,4,2.0,0.4,3.2,2,12060.46,3701.09,0.1111,167.51,data\ibm_graphs\IBM_NEG_0087.graphml
IBM_NEG_0088,B11904_813932360,1,9621,20065,12,2,0.1667,0.0002,4.1711,9602,12656694016.84,1615849280.83,278.6806,175787416.9,data\ibm_graphs\IBM_NEG_0088.graphml
IBM_NEG_0089,B28_80BF0AA60,0,1,2,2,2,1.0,0.0,4.0,0,420.8,210.4,0.0278,5.84,data\ibm_graphs\IBM_NEG_0089.graphml
IBM_NEG_0090,B12513_80809B960,0,9,49,8,8,1.0,0.6806,10.8889,1,4074367.82,1753050.86,0.6806,56588.44,data\ibm_graphs\IBM_NEG_0090.graphml
IBM_NEG_0091,B148389_811F06970,0,2,10,2,10,5.0,5.0,10.0,1,3971.16,910.1,0.1389,55.16,data\ibm_graphs\IBM_NEG_0091.graphml
IBM_NEG_0092,B1502_8013B2790,0,30,128,6,14,2.3333,0.1471,8.5333,10,30044682.67,5941504.74,1.7778,417287.26,data\ibm_graphs\IBM_NEG_0092.graphml
IBM_NEG_0093,B14650_80724E360,1,5852,12036,8,12,1.5,0.0004,4.1135,5838,8276005314.6,825807854.75,167.1667,114944518.26,data\ibm_graphs\IBM_NEG_0093.graphml
IBM_NEG_0094,B12_80021FBB0,0,15,54,2,8,4.0,0.2571,7.2,5,23142409.73,6535200.11,0.75,321422.36,data\ibm_graphs\IBM_NEG_0094.graphml
IBM_NEG_0095,B122094_81100DE80,1,5843,11996,6,4,0.6667,0.0004,4.1061,5835,7278432186.13,825807854.75,166.6111,101089335.92,data\ibm_graphs\IBM_NEG_0095.graphml
IBM_NEG_0096,B220083_80F63F330,0,1,2,2,2,1.0,0.0,4.0,0,6787.18,3393.59,0.0278,94.27,data\ibm_graphs\IBM_NEG_0096.graphml
IBM_NEG_0097,B134976_80D86EF60,0,1,4,4,4,1.0,0.0,8.0,0,119771.64,59854.88,0.0556,1663.49,data\ibm_graphs\IBM_NEG_0097.graphml
IBM_NEG_0098,B28_8073B4A30,1,782,1625,4,2,0.5,0.0027,4.156,768,21625766070.8,4028473479.26,22.5694,300357862.09,data\ibm_graphs\IBM_NEG_0098.graphml
IBM_NEG_0099,B71_804ABAC50,0,33,115,12,6,0.5,0.1089,6.9697,18,1022897163.12,174616405.66,1.5972,14206905.04,data\ibm_graphs\IBM_NEG_0099.graphml
IBM_NEG_0100,B7478_813512290,0,6,22,10,2,0.2,0.7333,7.3333,1,1895852.34,758874.0,0.3056,26331.28,data\ibm_graphs\IBM_NEG_0100.graphml
