complaint_id,account_number,ifsc,account_holder_name,complaint_date,complaint_type,reported_amount,state,district,ground_truth_entity_id
C000211,733573714419,ICIC0008765,Ritvik Dutta,2026-07-24,Phishing,176871.58,Madhya Pradesh,Indore,ENT_000429
C000212,111453993673,CNRB0006677,Sanjay  Dutta,2026-07-24,Phishing,50000.0,West Bengal,Siliguri,ENT_000267
C000213,809895453406,SBIN0005678,Atharv Tripathi,2026-02-20,Investment Fraud,250000.0,Gujarat,Bhavnagar,ENT_000553
C000214,352130348254,KKBK0003210,Sweta Saxena,2026-07-26,Phishing,84735.44,Kerala,Kozhikode,ENT_000357
C000215,780394059373,BARB0003579,Vihaan Patil,2026-01-04,Investment Fraud,50000.0,Karnataka,Mysuru,ENT_000490
C000216,920422004102,KKBK0001928,Mr. Reyansh Agarwal,2026-02-18,Online Banking Fraud,5000.0,Rajasthan,Ajmer,ENT_000155
C000217,445491629910,AXIS0007890,Khan Ananya,2026-03-23,Investment Fraud,367718.47,Madhya Pradesh,Indore,ENT_000529
C000218,795669368396,BARB0006789,Riya Dey,2026-03-16,Shopping Fraud,428458.49,Rajasthan,Kota,ENT_000232
C000219,612736037960,KKBK0001928,Anita Roy,2026-07-14,Investment Fraud,32930.47,Punjab,Ludhiana,ENT_000625
C000220,525784434958,AXIS0006543,Deepa Saxena,2026-05-04,Payment Fraud,455135.65,Punjab,Bathinda,ENT_000295
C000221,440891782309,UBIN0009900,Rajesh Mishra,2026-02-26,Online Banking Fraud,398486.83,West Bengal,Darjeeling,ENT_000345
C000222,841172976688,IDIB0001122,Anika Menon,2026-02-24,Online Banking Fraud,375302.4,Madhya Pradesh,Ujjain,ENT_000563
C000223,850001111711,BARB0006789,Aryan Rao,2026-07-16,Payment Fraud,378273.32,Tamil Nadu,Tirunelveli,ENT_000512
C000224,548458442836,PUNB0005432,Meera Deshmukh,2026-08-03,Shopping Fraud,246367.25,Kerala,Kochi,ENT_000141
C000225,157616543512,AXIS0003456,Varun Bhatia,2026-03-15,Online Banking Fraud,500000.0,Andhra Pradesh,Tirupati,ENT_000416
C000226,519275532872,IDIB0003344,SUNITA AHMED,2026-03-29,Shopping Fraud,105928.65,Gujarat,Bhavnagar,ENT_000687
C000227,352644409339,ICIC0008765,S Agarwal,2026-02-04,Shopping Fraud,40000.0,Andhra Pradesh,Nellore,ENT_000597
C000228,161157982007,ICIC0008765,Preeti Patel,2026-05-17,Phishing,84604.49,Kerala,Kozhikode,ENT_000041
C000229,106937867936,CNRB0006677,Shaurya Verma,2026-06-19,Online Banking Fraud,20000.0,Telangana,Hyderabad,ENT_000422
C000230,599438389318,BARB0003579,Meera Pawar,2026-07-30,Shopping Fraud,73336.33,Telangana,Karimnagar,ENT_000558
C000231,945999235805,IDIB0005566,Sweta Verma,2026-05-28,UPI Fraud,469985.58,Haryana,Ambala,ENT_000338
C000232,579303623884,PUNB0001357,Ramesh Ali,2026-05-29,UPI Fraud,318789.23,Madhya Pradesh,Bhopal,ENT_000109
C000233,688725171936,ICIC0004321,Varun Das,2026-07-16,Investment Fraud,201437.57,Andhra Pradesh,Tirupati,ENT_000079
C000234,850805437251,CNRB0004455,Ramesh Saxena,2026-05-21,UPI Fraud,40000.0,Karnataka,Mangaluru,ENT_000468
C000235,872205467773,HDFC0001234,Roshni Paul,2026-05-15,Online Banking Fraud,260542.84,Bihar,Muzaffarpur,ENT_000323
C000236,772260083878,HDFC0004321,Kavita Bhatia,2026-01-05,Investment Fraud,500.0,Bihar,Gaya,ENT_000386
C000237,287410804707,KKBK0001928,Priya Nair,2026-04-21,UPI Fraud,25000.0,Bihar,Patna,ENT_000019
C000238,458236319765,AXIS0003456,Amit Yadav,2026-07-26,Identity Theft,500000.0,Karnataka,Mysuru,ENT_000116
C000239,631034820387,CNRB0004455,Deepa Yadav,2026-06-15,UPI Fraud,25000.0,Maharashtra,Aurangabad,ENT_000411
C000240,253634270376,SBIN0001234,Roshni Nair,2026-02-07,Online Banking Fraud,100000.0,Tamil Nadu,Tiruchirappalli,ENT_000550
C000241,886250029907,IDIB0001122,Sunil Gupta,2026-03-13,Investment Fraud,250000.0,Haryana,Karnal,ENT_000440
C000242,781921266516,PUNB0009876,Priya Dey,2026-04-11,Online Banking Fraud,332757.72,Haryana,Panipat,ENT_000670
C000243,674066241127,ICIC0008765,Kunal Roy,2026-06-01,Identity Theft,441332.95,West Bengal,South 24 Parganas,ENT_000606
C000244,438411762855,BARB0006789,PREETI DUTTA,2026-07-06,Identity Theft,5000.0,Kerala,Kochi,ENT_000212
C000245,167091801483,BARB0006789,A Chatterjee,2026-03-27,Investment Fraud,370156.09,Haryana,Panipat,ENT_000203
C000246,167091801483,BARB0006789,Advik Chatterjee,2026-03-12,Phishing,252810.62,Madhya Pradesh,Indore,ENT_000203
C000247,889984729564,PUNB0009876,Tanvi Dey,2026-05-06,Shopping Fraud,44476.65,Bihar,Gaya,ENT_000236
C000248,858457285044,IDIB0005566,Priya Shah,2026-02-11,Identity Theft,1500.0,Haryana,Ambala,ENT_000164
C000249,622289523089,KKBK0003210,Ananya Singh,2026-07-27,Phishing,241017.57,Delhi,East Delhi,ENT_000382
C000250,352130348254,KKBK0003210,Sweta Saxena,2026-08-07,Payment Fraud,306671.74,Telangana,Warangal,ENT_000357
C000251,735906343638,UBIN0009900,Meera Singh,2026-03-22,Shopping Fraud,15000.0,Telangana,Nizamabad,ENT_000069
C000252,204495226137,KKBK0001928,Manish Dutta,2026-06-03,Online Banking Fraud,410316.36,Punjab,Patiala,ENT_000389
C000253,609030752531,SBIN0005678,Sweta Ghosh,2026-08-06,Shopping Fraud,2500.0,Rajasthan,Jaipur,ENT_000130
C000254,457188967265,CNRB0004455,Ahmed Shreya,2026-04-27,Shopping Fraud,59696.92,Karnataka,Bengaluru Urban,ENT_000581
C000255,879944763170,SBIN0009101,Suresh Yadav,2026-07-31,Online Banking Fraud,89122.38,Andhra Pradesh,Nellore,ENT_000393
C000256,992981382947,AXIS0003456,Manish Saxena,2026-01-28,Identity Theft,24593.41,Maharashtra,Aurangabad,ENT_000248
C000257,374661490981,ICIC0004321,Aditya Choudhury,2026-06-09,UPI Fraud,330709.76,Tamil Nadu,Salem,ENT_000157
C000258,949102978448,PUNB0009876,Aryan Mishra,2026-06-07,Investment Fraud,215946.01,Telangana,Karimnagar,ENT_000165
C000259,498478548963,KKBK0003210,Pranav Ahmed,2026-07-10,Phishing,75000.0,Maharashtra,Mumbai,ENT_000314
C000260,709099824282,PUNB0009876,Pranav Rao,2026-07-08,UPI Fraud,455047.06,Kerala,Kozhikode,ENT_000083
C000261,603254986487,CNRB0008899,Ishita Jain,2026-03-07,Phishing,224026.14,Rajasthan,Ajmer,ENT_000534
C000262,967971241676,AXIS0003456,Vivaan Das,2026-04-26,UPI Fraud,10000.0,Telangana,Khammam,ENT_000286
C000263,306045573885,KKBK0007890,Karan Bhatia,2026-06-29,Shopping Fraud,40000.0,Delhi,East Delhi,ENT_000447
C000264,920121345586,UBIN0007788,Meera Khan,2026-01-11,UPI Fraud,2000.0,Rajasthan,Ajmer,ENT_000296
C000265,358156110078,AXIS0003456,Anita Mishra,2026-07-16,Identity Theft,282723.61,Punjab,Bathinda,ENT_000272
C000266,997945199081,CNRB0004455,Kunal Srivastava,2026-08-17,Shopping Fraud,465190.35,Punjab,Patiala,ENT_000697
C000267,965467382366,KKBK0003210,Roshni Verma,2026-07-11,Identity Theft,95488.67,Tamil Nadu,Coimbatore,ENT_000433
C000268,189532603540,ICIC0002468,Navya  Dubey,2026-07-03,Investment Fraud,410210.53,Madhya Pradesh,Jabalpur,ENT_000483
C000269,215681909956,UBIN0007788,Shreya Joshi,2026-05-12,Investment Fraud,274007.46,Tamil Nadu,Salem,ENT_000412
C000270,237302403040,CNRB0004455,Sunil Patel,2026-05-09,Payment Fraud,161529.51,Madhya Pradesh,Indore,ENT_000303
C000271,675953876146,CNRB0008899,Sunil Sharma,2026-06-19,UPI Fraud,135353.59,Tamil Nadu,Tiruchirappalli,ENT_000251
C000272,101843567009,BARB0006789,Anita Ghosh,2026-06-29,Shopping Fraud,20000.0,Rajasthan,Jaipur,ENT_000430
C000273,133774683071,SBIN0009101,Sai Tripathi,2026-05-10,UPI Fraud,100000.0,Rajasthan,Jodhpur,ENT_000488
C000274,207261824971,CNRB0006677,Kavya Gupta,2026-06-25,Shopping Fraud,43994.41,Haryana,Gurugram,ENT_000655
C000275,791012979889,KKBK0001928,Amit Tripathi,2026-04-06,Investment Fraud,16352.69,Tamil Nadu,Tiruchirappalli,ENT_000491
C000276,764318362436,BARB0006789,Sai Kumar,2026-06-08,Identity Theft,412713.63,Rajasthan,Udaipur,ENT_000618
C000277,114350478636,CNRB0004455,Alok Patil,2026-03-09,Identity Theft,10000.0,Madhya Pradesh,Ujjain,ENT_000168
C000278,354645447539,IDIB0005566,Ramesh Mishra,2026-06-22,UPI Fraud,30000.0,West Bengal,South 24 Parganas,ENT_000604
C000279,452068690122,BARB0003579,Ishan Ahmed,2026-04-04,Investment Fraud,20000.0,Gujarat,Vadodara,ENT_000477
C000280,648661336631,IDIB0005566,Rahul Mukherjee,2026-07-31,Payment Fraud,306650.55,West Bengal,Hooghly,ENT_000275
C000281,595904407913,SBIN0005678,Aayan Bhatia,2026-05-13,Phishing,10000.0,Andhra Pradesh,Visakhapatnam,ENT_000377
C000282,449565764637,PUNB0001357,Pranav Patel,2026-06-09,UPI Fraud,1500.0,Tamil Nadu,Tirunelveli,ENT_000673
C000283,529433631560,ICIC0002468,Sunil Dutta,2026-01-30,Investment Fraud,308006.45,Punjab,Ludhiana,ENT_000066
C000284,173556597858,ICIC0008765,Kavita Bhatia,2026-06-16,Identity Theft,489696.88,Kerala,Kollam,ENT_000458
C000285,516432181410,AXIS0003456,Navya Kumar,2026-03-08,UPI Fraud,5000.0,Maharashtra,Nagpur,ENT_000163
C000286,148422798459,SBIN0005678,Roshni Dutta,2026-06-08,Payment Fraud,201159.09,Uttar Pradesh,Varanasi,ENT_000192
C000287,418044927983,AXIS0003456,Alok Ghosh,2026-04-22,Phishing,15000.0,Delhi,Central Delhi,ENT_000500
C000288,425125927992,SBIN0001234,Gaurav Sen,2026-05-13,Payment Fraud,309310.39,Andhra Pradesh,Guntur,ENT_000273
C000289,154893296571,CNRB0004455,Sunita Sen,2026-02-23,Investment Fraud,163055.38,Maharashtra,Aurangabad,ENT_000444
C000290,279807112340,IDIB0003344,Aadhya Khan,2026-06-22,UPI Fraud,150000.0,Karnataka,Belagavi,ENT_000098
C000291,506568138339,SBIN0009101,Varun Tripathi,2026-02-01,UPI Fraud,249958.75,Rajasthan,Udaipur,ENT_000167
C000292,726594012825,ICIC0008765,Sai Choudhury,2026-01-29,Online Banking Fraud,297167.92,Gujarat,Rajkot,ENT_000074
C000293,944741523484,KKBK0001928,Vihaan Paul,2026-02-08,Identity Theft,462445.5,Punjab,Bathinda,ENT_000695
C000294,189532603540,ICIC0002468,Navya Dubey,2026-02-26,Phishing,10000.0,Punjab,Patiala,ENT_000483
C000295,861977213598,KKBK0007890,Rahul Saxena,2026-08-21,Identity Theft,20000.0,Andhra Pradesh,Nellore,ENT_000223
C000296,567988351366,UBIN0007788,Pooja Deshmukh,2026-05-04,Investment Fraud,50000.0,Punjab,Amritsar,ENT_000270
C000297,992962570107,BARB0002345,Anika Mehta,2026-02-07,Phishing,5000.0,Tamil Nadu,Chennai,ENT_000381
C000298,431483177363,SBIN0001234,Ishita Rao,2026-05-27,Payment Fraud,86513.76,Andhra Pradesh,Nellore,ENT_000191
C000299,314029509095,PUNB0009876,Ira Bhatia,2026-08-14,Phishing,132436.25,Punjab,Bathinda,ENT_000190
C000300,567988351366,UBIN0007788,Pooja  Deshmukh,2026-04-22,Online Banking Fraud,100000.0,Kerala,Kozhikode,ENT_000270
C000301,800583966022,CNRB0008899,Amit Bhatia,2026-01-11,Online Banking Fraud,152811.3,Madhya Pradesh,Bhopal,ENT_000572
C000302,785729036205,UBIN0009900,Geeta Mishra,2026-03-30,Shopping Fraud,20000.0,Uttar Pradesh,Noida,ENT_000487
C000303,269728956268,PUNB0009876,saanvi nair,2026-05-10,Online Banking Fraud,342644.56,Telangana,Nizamabad,ENT_000481
C000304,700581361458,UBIN0007788,VIKRAM CHOUDHURY,2026-08-12,Identity Theft,200000.0,Madhya Pradesh,Ujjain,ENT_000081
C000305,210149503297,SBIN0005678,Siddharth Paul,2026-01-24,Identity Theft,1500.0,Punjab,Jalandhar,ENT_000057
C000306,583092399018,PUNB0005432,Pari Singh,2026-08-04,Investment Fraud,342583.59,Tamil Nadu,Madurai,ENT_000195
C000307,682214113345,HDFC0005678,Manish Ghosh,2026-05-29,Investment Fraud,434238.79,Madhya Pradesh,Gwalior,ENT_000614
C000308,985899371430,SBIN0005678,Sunil Gaikwad,2026-01-25,Investment Fraud,226497.37,Telangana,Nizamabad,ENT_000011
C000309,235030135894,AXIS0006543,Vikram Bose,2026-08-11,Payment Fraud,33524.83,Tamil Nadu,Tiruchirappalli,ENT_000213
C000310,450525458521,HDFC0004321,Gaurav Choudhury,2026-01-26,Shopping Fraud,7485.16,Kerala,Thiruvananthapuram,ENT_000518
C000311,698513567016,PUNB0005432,Aadhya Srivastava,2026-04-06,UPI Fraud,30000.0,Telangana,Nizamabad,ENT_000438
C000312,516278088865,SBIN0009101,Roshni Dutta,2026-01-12,Shopping Fraud,11781.27,Karnataka,Hubballi-Dharwad,ENT_000012
C000313,165965001880,AXIS0003456,Rohit Banerjee,2026-01-10,Identity Theft,374837.93,Tamil Nadu,Coimbatore,ENT_000302
C000314,408918034515,CNRB0006677,Meera Mishra,2026-03-15,Phishing,386507.16,Delhi,North Delhi,ENT_000658
C000315,332915073587,CNRB0006677,Preeti Kulkarni,2026-01-27,Payment Fraud,372904.59,Gujarat,Ahmedabad,ENT_000656
C000316,254942230953,IDIB0001122,Sara Srivastava,2026-07-31,UPI Fraud,422236.56,Telangana,Rangareddy,ENT_000284
C000317,588293821738,PUNB0001357,Anil Gupta,2026-05-24,Shopping Fraud,199501.75,Tamil Nadu,Madurai,ENT_000453
C000318,749825263396,PUNB0005432,Varun Shinde,2026-06-18,Investment Fraud,350806.35,Kerala,Thrissur,ENT_000519
C000319,623391135280,AXIS0006543,Sneha Ghosh,2026-05-01,Payment Fraud,250000.0,Maharashtra,Solapur,ENT_000135
C000320,264566563474,AXIS0006543,Krishna Kulkarni,2026-03-24,UPI Fraud,260925.77,Maharashtra,Aurangabad,ENT_000374
C000321,391971008994,HDFC0004321,Deepak Yadav,2026-01-17,Phishing,288537.51,Tamil Nadu,Salem,ENT_000090
C000322,966795243734,AXIS0003456,Kavita Joshi,2026-02-05,Online Banking Fraud,421742.17,West Bengal,South 24 Parganas,ENT_000693
C000323,221720126831,PUNB0009876,Pankaj Nair,2026-06-01,UPI Fraud,454310.38,Bihar,Darbhanga,ENT_000034
C000324,272056016376,AXIS0006543,Alok Kulkarni,2026-05-18,Phishing,20000.0,Karnataka,Belagavi,ENT_000494
C000325,110895003819,CNRB0004455,Shri Pranav Ali,2026-01-06,Online Banking Fraud,7500.0,Kerala,Kozhikode,ENT_000507
C000326,221720126831,PUNB0009876,Pankaj Nair,2026-02-07,Payment Fraud,77498.07,Telangana,Hyderabad,ENT_000034
C000327,656532922316,ICIC0004321,Ananya Saxena,2026-07-11,Identity Theft,115416.59,Uttar Pradesh,Noida,ENT_000334
C000328,261118623175,IDIB0005566,Pankaj Patel,2026-03-15,Identity Theft,29202.79,Kerala,Kollam,ENT_000414
C000329,333985863762,ICIC0004321,Ishita Sen,2026-07-19,UPI Fraud,167527.63,Uttar Pradesh,Kanpur,ENT_000544
C000330,853360527876,KKBK0003210,Suresh Bose,2026-02-20,Payment Fraud,280563.43,Karnataka,Mysuru,ENT_000571
C000331,545699699578,CNRB0004455,Tanvi Sharma,2026-06-24,Phishing,111515.63,Bihar,Gaya,ENT_000226
C000332,686788125561,SBIN0001234,Gaurav Pandey,2026-03-23,Online Banking Fraud,281207.67,Gujarat,Jamnagar,ENT_000149
C000333,175570100353,UBIN0005566,Riya Malhotra,2026-01-14,Shopping Fraud,477358.42,Tamil Nadu,Tirunelveli,ENT_000073
C000334,306981303296,KKBK0001928,Anil Rao,2026-07-05,Identity Theft,214900.85,Andhra Pradesh,Guntur,ENT_000059
C000335,356143021540,SBIN0005678,Advik Khan,2026-02-26,Online Banking Fraud,40000.0,Rajasthan,Ajmer,ENT_000548
C000336,211095701426,AXIS0003456,Rohit Deshmukh,2026-04-12,UPI Fraud,441607.14,Andhra Pradesh,Nellore,ENT_000016
C000337,154785667210,CNRB0004455,Shri Advaith Reddy,2026-05-24,Investment Fraud,452874.98,Delhi,South Delhi,ENT_000029
C000338,963972176017,UBIN0007788,Pranav Kapoor,2026-03-03,UPI Fraud,6705.28,Gujarat,Rajkot,ENT_000101
C000339,790291006942,KKBK0007890,Navya Deshmukh,2026-06-07,Payment Fraud,103228.01,Tamil Nadu,Tiruchirappalli,ENT_000685
C000340,275674087343,IDIB0005566,Rajesh Mishra,2026-07-22,Payment Fraud,250092.23,Uttar Pradesh,Kanpur,ENT_000501
C000341,198912225902,ICIC0004321,Ira Shinde,2026-06-15,Identity Theft,483422.16,Maharashtra,Nashik,ENT_000004
C000342,366742651064,AXIS0007890,S. Pawar,2026-01-05,UPI Fraud,231708.03,Tamil Nadu,Salem,ENT_000364
C000343,290008774121,KKBK0001928,Ishan Nair,2026-02-15,Shopping Fraud,275891.19,Kerala,Thrissur,ENT_000205
C000344,805882797681,KKBK0003210,Siddharth Srivastava,2026-05-16,Online Banking Fraud,480611.94,Karnataka,Mysuru,ENT_000106
C000345,800622035522,CNRB0004455,Ashok Shah,2026-06-26,Online Banking Fraud,100000.0,Uttar Pradesh,Agra,ENT_000193
C000346,259355332042,ICIC0002468,Navya Menon,2026-07-13,Payment Fraud,5000.0,Andhra Pradesh,Vijayawada,ENT_000369
C000347,152062942213,ICIC0008765,Alok Dubey,2026-07-17,Online Banking Fraud,480638.74,Uttar Pradesh,Meerut,ENT_000426
C000348,409601839368,KKBK0003210,Sunita Patel,2026-03-08,Shopping Fraud,1500.0,Kerala,Kollam,ENT_000123
C000349,226750596909,AXIS0003456,Anika Das,2026-06-01,Payment Fraud,2500.0,Uttar Pradesh,Kanpur,ENT_000110
C000350,689590522039,PUNB0009876,Aditya Shinde,2026-06-10,Payment Fraud,285705.33,Telangana,Nizamabad,ENT_000645
C000351,368004468323,HDFC0005678,Aarav Shah,2026-04-17,Online Banking Fraud,344077.67,Andhra Pradesh,Guntur,ENT_000128
C000352,755439143467,IDIB0003344,Sara Pawar,2026-06-23,Identity Theft,156978.28,Rajasthan,Udaipur,ENT_000200
C000353,430283186227,KKBK0003210,Suresh Saxena,2026-04-26,Phishing,426314.85,Bihar,Gaya,ENT_000115
C000354,351487177987,BARB0002345,Sara Sharma,2026-04-13,Shopping Fraud,1500.0,Tamil Nadu,Salem,ENT_000049
C000355,287436613779,BARB0002345,Ananya Nair ,2026-04-06,Identity Theft,180641.38,Telangana,Rangareddy,ENT_000486
C000356,719173009122,ICIC0008765,preeti kapoor,2026-04-14,Online Banking Fraud,7500.0,West Bengal,North 24 Parganas,ENT_000662
C000357,921315799665,SBIN0009101,Pankaj Shah,2026-01-07,Payment Fraud,500000.0,Delhi,New Delhi,ENT_000258
C000358,137889353643,IDIB0003344,Ramesh Malhotra,2026-08-05,Investment Fraud,406962.26,Telangana,Rangareddy,ENT_000022
C000359,174866852259,UBIN0005566,Sunita Choudhury,2026-01-26,Online Banking Fraud,435008.21,Telangana,Warangal,ENT_000113
C000360,113684620811,UBIN0009900,Geeta Dutta,2026-03-20,Investment Fraud,166272.42,Madhya Pradesh,Bhopal,ENT_000562
C000361,893774408754,CNRB0006677,VARUN ALI,2026-03-24,Shopping Fraud,1500.0,Delhi,New Delhi,ENT_000133
C000362,584228819436,CNRB0006677,Manish Jain,2026-03-29,Phishing,50000.0,Gujarat,Bhavnagar,ENT_000446
C000363,537317445811,CNRB0008899,Ishan Roy,2026-02-18,UPI Fraud,10000.0,Maharashtra,Nagpur,ENT_000661
C000364,563134588274,ICIC0002468,Shaurya Kulkarni,2026-06-13,Payment Fraud,100000.0,Kerala,Kochi,ENT_000154
C000365,825278160363,KKBK0003210,Vikram Deshmukh,2026-05-20,Identity Theft,388185.3,Bihar,Darbhanga,ENT_000316
C000366,759693767724,IDIB0003344,Rajesh Kapoor,2026-06-27,Online Banking Fraud,1500.0,Telangana,Karimnagar,ENT_000678
C000367,778712312814,CNRB0006677,Sweta Mehta,2026-02-20,Online Banking Fraud,40000.0,Tamil Nadu,Salem,ENT_000290
C000368,110895003819,CNRB0004455,Pranav Ali,2026-07-05,Online Banking Fraud,1000.0,Uttar Pradesh,Agra,ENT_000507
C000369,764318362436,BARB0006789,Sai Kumar,2026-01-15,Identity Theft,2500.0,Kerala,Kollam,ENT_000618
C000370,806799110299,BARB0003579,Rajesh Dubey,2026-04-10,Investment Fraud,440835.21,Rajasthan,Udaipur,ENT_000373
C000371,137186296056,HDFC0004321,Ramesh Verma,2026-03-11,Online Banking Fraud,2000.0,Andhra Pradesh,Visakhapatnam,ENT_000659
C000372,674066241127,ICIC0008765,Ms. Kunal Roy,2026-07-02,UPI Fraud,211291.27,Madhya Pradesh,Ujjain,ENT_000606
C000373,230258293666,SBIN0001234,Karan Biswas,2026-08-19,Online Banking Fraud,75000.0,Kerala,Thiruvananthapuram,ENT_000355
C000374,800320681066,SBIN0001234,Saanvi Patel,2026-05-28,Identity Theft,27635.73,West Bengal,Howrah,ENT_000653
C000375,939889089976,KKBK0001928,Swati Deshmukh,2026-04-02,Shopping Fraud,40000.0,Haryana,Ambala,ENT_000244
C000376,124722602367,PUNB0009876,Sanjay Srivastava,2026-07-12,Identity Theft,160571.68,Punjab,Amritsar,ENT_000595
C000377,782787430916,UBIN0009900,Ananya Ghosh,2026-03-11,Shopping Fraud,30000.0,Uttar Pradesh,Agra,ENT_000097
C000378,589943949569,BARB0006789,Vijay Pandey,2026-03-02,Identity Theft,205713.49,Gujarat,Jamnagar,ENT_000700
C000379,296546131054,KKBK0003210,Pranav Dubey,2026-02-25,Investment Fraud,10000.0,Gujarat,Bhavnagar,ENT_000036
C000380,670799496139,AXIS0006543,"Ghosh, Aryan",2026-04-12,Identity Theft,200000.0,Maharashtra,Nagpur,ENT_000047
C000381,188080452706,CNRB0004455,Pari Kumar,2026-01-01,Investment Fraud,409079.34,Rajasthan,Jodhpur,ENT_000072
C000382,998505323632,CNRB0008899,Sunil Agarwal,2026-02-08,UPI Fraud,12443.17,Rajasthan,Jodhpur,ENT_000103
C000383,430283186227,KKBK0003210,suresh saxena,2026-08-08,UPI Fraud,2500.0,Punjab,Ludhiana,ENT_000115
C000384,386894505438,PUNB0005432,Rohit Tiwari,2026-07-26,Payment Fraud,378350.21,Andhra Pradesh,Guntur,ENT_000177
C000385,735056084331,BARB0002345,Aditya Srivastava,2026-08-09,Phishing,20000.0,Andhra Pradesh,Guntur,ENT_000217
C000386,583092399018,PUNB0005432,Pari Singh,2026-02-19,UPI Fraud,296676.24,West Bengal,Kolkata,ENT_000195
C000387,708941592508,BARB0003579,Pari Rao,2026-05-17,UPI Fraud,246219.86,Tamil Nadu,Tiruchirappalli,ENT_000479
C000388,860923742690,PUNB0009876,Vihaan Gupta,2026-01-13,UPI Fraud,437133.15,Tamil Nadu,Tiruchirappalli,ENT_000260
C000389,173895795270,IDIB0005566,Chatterjee Roshni,2026-06-21,Identity Theft,198749.08,Punjab,Ludhiana,ENT_000306
C000390,899999819493,PUNB0001357,Siddharth Bhatia,2026-07-17,Investment Fraud,75000.0,Bihar,Bhagalpur,ENT_000508
C000391,944412769960,BARB0006789,gaurav mehta,2026-01-23,Phishing,74508.74,Delhi,East Delhi,ENT_000666
C000392,241844645681,SBIN0001234,Anita Ghosh,2026-03-19,Investment Fraud,231994.19,Punjab,Bathinda,ENT_000310
C000393,890875099755,KKBK0001928,Ashok Menon,2026-06-25,Phishing,250000.0,Maharashtra,Mumbai,ENT_000637
C000394,976707944458,PUNB0001357,Pankaj Malhotra,2026-02-17,Payment Fraud,15000.0,Kerala,Kozhikode,ENT_000445
C000395,855671426170,PUNB0005432,Pooja Patil,2026-07-02,Payment Fraud,5000.0,Haryana,Faridabad,ENT_000634
C000396,892761382374,AXIS0007890,Amit Reddy,2026-05-07,Shopping Fraud,500000.0,Madhya Pradesh,Jabalpur,ENT_000631
C000397,678790685708,BARB0006789,Rahul Shah,2026-05-25,Shopping Fraud,20000.0,Karnataka,Bengaluru Urban,ENT_000189
C000398,828273518134,SBIN0001234,Shaurya Tripathi,2026-07-21,Phishing,250000.0,Haryana,Karnal,ENT_000150
C000399,298964420838,KKBK0007890,Myra Agarwal,2026-02-08,Shopping Fraud,48802.96,Kerala,Thiruvananthapuram,ENT_000176
C000400,693263798805,ICIC0002468,Aadhya Joshi,2026-07-12,Payment Fraud,75000.0,Tamil Nadu,Coimbatore,ENT_000309
C000401,718966589553,ICIC0004321,Sanjay Bose,2026-04-23,Identity Theft,83586.05,Maharashtra,Thane,ENT_000159
C000402,967300992787,KKBK0003210,Neha Sharma,2026-01-27,Investment Fraud,153404.49,Tamil Nadu,Coimbatore,ENT_000241
C000403,324458279522,UBIN0005566,Ramesh Ghosh,2026-05-20,Identity Theft,100000.0,Uttar Pradesh,Agra,ENT_000076
C000404,480237414389,AXIS0007890,Roshni Jain,2026-01-28,Online Banking Fraud,2500.0,Tamil Nadu,Chennai,ENT_000184
C000405,635866560574,ICIC0004321,Sara Rao,2026-07-22,Shopping Fraud,250000.0,Bihar,Bhagalpur,ENT_000398
C000406,811364515897,SBIN0005678,Suresh Ahmed,2026-05-10,Online Banking Fraud,189629.48,Tamil Nadu,Chennai,ENT_000278
C000407,409029431863,SBIN0005678,Deepa Chatterjee,2026-02-05,Investment Fraud,443275.21,Gujarat,Surat,ENT_000299
C000408,998601810842,AXIS0006543,Meena Verma,2026-06-13,Investment Fraud,101252.77,Bihar,Gaya,ENT_000415
C000409,480237414389,AXIS0007890,Roshni Jain,2026-03-08,Phishing,457129.88,Punjab,Bathinda,ENT_000184
C000410,142400633488,CNRB0004455,Ajay Mukherjee,2026-08-24,Payment Fraud,237620.39,Haryana,Faridabad,ENT_000102
C000411,763340157198,UBIN0007788,Nikhil Nair,2026-05-17,Identity Theft,100000.0,Punjab,Bathinda,ENT_000452
C000412,720245039395,UBIN0005566,Pari Nair,2026-06-15,Online Banking Fraud,75000.0,West Bengal,Siliguri,ENT_000263
C000413,542146239550,IDIB0005566,Roshni Gupta,2026-08-04,Identity Theft,90977.36,Punjab,Amritsar,ENT_000224
C000414,587235620303,ICIC0008765,Kavita Shah,2026-08-04,Identity Theft,157298.44,Rajasthan,Udaipur,ENT_000300
C000415,942914148319,PUNB0001357,Saanvi Tiwari,2026-08-14,Investment Fraud,40000.0,Uttar Pradesh,Meerut,ENT_000160
C000416,133774683071,SBIN0009101,Sai Tripathi,2026-02-15,UPI Fraud,246078.36,Andhra Pradesh,Guntur,ENT_000488
C000417,521179644432,AXIS0003456,Sanjay Pawar,2026-05-06,Online Banking Fraud,500.0,Punjab,Patiala,ENT_000031
C000418,169869415070,ICIC0004321,Preeti Dey,2026-08-24,Payment Fraud,336218.99,Madhya Pradesh,Gwalior,ENT_000023
C000419,681980552757,AXIS0007890,Diya Banerjee,2026-02-24,Payment Fraud,169549.7,West Bengal,Kolkata,ENT_000409
C000420,651803604970,CNRB0008899,Kavya Nair,2026-01-07,Shopping Fraud,437975.68,Tamil Nadu,Tirunelveli,ENT_000071
C000421,426457316675,BARB0002345,Pranav Jain,2026-06-17,UPI Fraud,85043.0,Telangana,Karimnagar,ENT_000557
