entity_id,account_number,ifsc,canonical_name,identity_key
ENT_000334,542876297368,SBIN0001234,Rajesh Nair,542876297368_SBIN0001234
ENT_000335,545699699578,CNRB0004455,Tanvi Sharma,545699699578_CNRB0004455
ENT_000336,546688090938,AXIS0006543,Ajay Dutta,546688090938_AXIS0006543
ENT_000337,548458442836,PUNB0005432,Meera Deshmukh,548458442836_PUNB0005432
ENT_000338,552790822417,AXIS0006543,Reyansh Srivastava,552790822417_AXIS0006543
ENT_000339,556440884355,IDIB0005566,Vijay Kulkarni,556440884355_IDIB0005566
ENT_000340,557717515381,HDFC0004321,Shaurya Pawar,557717515381_HDFC0004321
ENT_000341,559913616724,UBIN0005566,Preeti Pawar,559913616724_UBIN0005566
ENT_000342,561177243339,AXIS0006543,Geeta Nair,561177243339_AXIS0006543
ENT_000343,563134588274,ICIC0002468,Shaurya Kulkarni,563134588274_ICIC0002468
ENT_000344,566854953850,PUNB0005432,Rohit Reddy,566854953850_PUNB0005432
ENT_000345,566979258469,SBIN0009101,Pankaj Tiwari,566979258469_SBIN0009101
ENT_000346,567199758169,ICIC0008765,Aadhya Bose,567199758169_ICIC0008765
ENT_000347,567988351366,UBIN0007788,Pooja Deshmukh,567988351366_UBIN0007788
ENT_000348,571066644856,KKBK0001928,Karan Singh,571066644856_KKBK0001928
ENT_000349,571182253884,KKBK0001928,Vivaan Joshi,571182253884_KKBK0001928
ENT_000350,572899688547,PUNB0001357,Sunil Dey,572899688547_PUNB0001357
ENT_000351,573884083684,IDIB0005566,Kabir Roy,573884083684_IDIB0005566
ENT_000352,574056332778,HDFC0005678,Priya Pawar,574056332778_HDFC0005678
ENT_000353,576923056688,SBIN0001234,Sunil Kumar,576923056688_SBIN0001234
ENT_000354,577160927111,ICIC0008765,Ishan Jain,577160927111_ICIC0008765
ENT_000355,577398461838,HDFC0004321,Shreya Tripathi,577398461838_HDFC0004321
ENT_000356,578737987515,IDIB0005566,Neha Mehta,578737987515_IDIB0005566
ENT_000357,579255341440,BARB0003579,"Patel, Ashok",579255341440_BARB0003579
ENT_000358,579303623884,PUNB0001357,Ramesh Ali,579303623884_PUNB0001357
ENT_000359,583092399018,PUNB0005432,Pari Singh,583092399018_PUNB0005432
ENT_000360,584228819436,CNRB0006677,Manish Jain,584228819436_CNRB0006677
ENT_000361,585655080082,IDIB0003344,Roshni Shah,585655080082_IDIB0003344
ENT_000362,586655303096,PUNB0001357,Neha Shah,586655303096_PUNB0001357
ENT_000363,587228760932,UBIN0005566,Myra Shinde,587228760932_UBIN0005566
ENT_000364,587235620303,ICIC0008765,Kavita Shah,587235620303_ICIC0008765
ENT_000365,587938676045,AXIS0007890,Neha A. Chatterjee,587938676045_AXIS0007890
ENT_000366,588293821738,PUNB0001357,Anil Gupta,588293821738_PUNB0001357
ENT_000367,589299895607,BARB0003579,Pooja Biswas,589299895607_BARB0003579
ENT_000368,589943949569,BARB0006789,Vijay Pandey,589943949569_BARB0006789
ENT_000369,591269009200,CNRB0004455,Swati Kapoor,591269009200_CNRB0004455
ENT_000370,591979363867,CNRB0006677,Diya Biswas,591979363867_CNRB0006677
ENT_000371,592650091135,ICIC0004321,Rahul C. Bose,592650091135_ICIC0004321
ENT_000372,592992668649,ICIC0008765,Ishita Ghosh,592992668649_ICIC0008765
ENT_000373,595070021138,ICIC0008765,Ritvik Shah,595070021138_ICIC0008765
ENT_000374,595554950233,CNRB0008899,Deepak Roy,595554950233_CNRB0008899
ENT_000375,595904407913,SBIN0005678,Aayan Bhatia,595904407913_SBIN0005678
ENT_000376,597707816158,ICIC0008765,Sanjay Mishra,597707816158_ICIC0008765
ENT_000377,598737437558,HDFC0005678,Sanjay Saxena,598737437558_HDFC0005678
ENT_000378,598874133330,UBIN0009900,Deepa Khan,598874133330_UBIN0009900
ENT_000379,599263022595,KKBK0001928,Ritvik Kapoor,599263022595_KKBK0001928
ENT_000380,599438389318,BARB0003579,Meera Pawar,599438389318_BARB0003579
ENT_000381,600446723343,HDFC0005678,Tanvi Rao,600446723343_HDFC0005678
ENT_000382,601908189135,SBIN0009101,Ira Das,601908189135_SBIN0009101
ENT_000383,603254986487,CNRB0008899,Ishita Jain,603254986487_CNRB0008899
ENT_000384,605166001421,IDIB0005566,Kavita Patel,605166001421_IDIB0005566
ENT_000385,605272201394,HDFC0005678,Sneha Rao,605272201394_HDFC0005678
ENT_000386,608698492376,IDIB0001122,Rahul Kapoor,608698492376_IDIB0001122
ENT_000387,609030752531,SBIN0005678,Sweta Ghosh,609030752531_SBIN0005678
ENT_000388,609136562669,AXIS0007890,Reyansh Banerjee,609136562669_AXIS0007890
ENT_000389,610344572728,CNRB0008899,Vikram Tripathi,610344572728_CNRB0008899
ENT_000390,612736037960,KKBK0001928,Anita Roy,612736037960_KKBK0001928
ENT_000391,619349682898,CNRB0004455,Aayan Dey,619349682898_CNRB0004455
ENT_000392,619406611023,SBIN0005678,Rahul Khan,619406611023_SBIN0005678
ENT_000393,622289523089,KKBK0003210,Ananya Singh,622289523089_KKBK0003210
ENT_000394,623060957599,IDIB0003344,Dr. Kunal Banerjee,623060957599_IDIB0003344
ENT_000395,623391135280,AXIS0006543,Sneha Ghosh,623391135280_AXIS0006543
ENT_000396,625619734196,SBIN0001234,A. Roy,625619734196_SBIN0001234
ENT_000397,626972684219,BARB0003579,Pari Rao,626972684219_BARB0003579
ENT_000398,627687082060,HDFC0001234,Krishna Malhotra,627687082060_HDFC0001234
ENT_000399,631034820387,CNRB0004455,Deepa Yadav,631034820387_CNRB0004455
ENT_000400,634321479802,KKBK0007890,Myra Malhotra,634321479802_KKBK0007890
ENT_000401,635449182375,ICIC0004321,Meera Rao,635449182375_ICIC0004321
ENT_000402,635661484746,HDFC0005678,Anika Dutta,635661484746_HDFC0005678
ENT_000403,635866560574,ICIC0004321,Sara Rao,635866560574_ICIC0004321
ENT_000404,639157294166,UBIN0007788,Preeti Roy,639157294166_UBIN0007788
ENT_000405,639928251843,AXIS0006543,Aditya Patel,639928251843_AXIS0006543
ENT_000406,641819166671,SBIN0005678,Dhruv Shinde,641819166671_SBIN0005678
ENT_000407,642318677697,HDFC0005678,Krishna Nair,642318677697_HDFC0005678
ENT_000408,644550144444,HDFC0004321,Amit Gupta,644550144444_HDFC0004321
ENT_000409,648661336631,IDIB0005566,Rahul Mukherjee,648661336631_IDIB0005566
ENT_000410,650925102373,KKBK0001928,Karan Ahmed,650925102373_KKBK0001928
ENT_000411,651613895273,CNRB0008899,Aayan Joshi,651613895273_CNRB0008899
ENT_000412,651803604970,CNRB0008899,Kavya Nair,651803604970_CNRB0008899
ENT_000413,652035807486,CNRB0008899,Neha Nair,652035807486_CNRB0008899
ENT_000414,654412972034,BARB0003579,Aadhya Gupta,654412972034_BARB0003579
ENT_000415,655184583398,KKBK0007890,Pooja Singh,655184583398_KKBK0007890
ENT_000416,655710136742,AXIS0006543,Roshni Sen,655710136742_AXIS0006543
ENT_000417,655999474067,BARB0006789,Pankaj Shah,655999474067_BARB0006789
ENT_000418,656532922316,ICIC0004321,Ananya Saxena,656532922316_ICIC0004321
ENT_000419,656602334572,AXIS0003456,Sanjay Pandey,656602334572_AXIS0003456
ENT_000420,656795048359,BARB0006789,Navya Reddy,656795048359_BARB0006789
ENT_000421,657928656291,ICIC0004321,Ishita Reddy,657928656291_ICIC0004321
ENT_000422,660920055648,UBIN0009900,Kabir Kumar,660920055648_UBIN0009900
ENT_000423,662206448862,AXIS0006543,Aayan Deshmukh,662206448862_AXIS0006543
ENT_000424,663207412387,AXIS0007890,Sunil Mishra,663207412387_AXIS0007890
ENT_000425,663972481559,AXIS0003456,Meera Kulkarni,663972481559_AXIS0003456
ENT_000426,664477687248,PUNB0005432,Atharv Malhotra,664477687248_PUNB0005432
ENT_000427,665883171878,HDFC0001234,Meena Ali,665883171878_HDFC0001234
ENT_000428,666918371818,AXIS0006543,Karan Roy,666918371818_AXIS0006543
ENT_000429,667528742820,ICIC0004321,Sweta Mehta,667528742820_ICIC0004321
ENT_000430,668956468715,BARB0003579,Deepak Sen,668956468715_BARB0003579
ENT_000431,670799496139,AXIS0006543,Aryan Ghosh,670799496139_AXIS0006543
ENT_000432,674066241127,ICIC0008765,Kunal Roy,674066241127_ICIC0008765
ENT_000433,675777869916,SBIN0005678,Ishan Saxena,675777869916_SBIN0005678
ENT_000434,675939282671,HDFC0005678,Riya Banerjee,675939282671_HDFC0005678
ENT_000435,675953876146,CNRB0008899,Sunil Sharma,675953876146_CNRB0008899
ENT_000436,678187556104,ICIC0002468,Anita Sen,678187556104_ICIC0002468
ENT_000437,678790685708,BARB0006789,Rahul Shah,678790685708_BARB0006789
ENT_000438,680411980930,PUNB0001357,Gaurav Mehta,680411980930_PUNB0001357
ENT_000439,681739352909,UBIN0007788,Kavita Kumar,681739352909_UBIN0007788
ENT_000440,681980552757,AXIS0007890,Diya Banerjee,681980552757_AXIS0007890
ENT_000441,682214113345,HDFC0005678,Manish Ghosh,682214113345_HDFC0005678
ENT_000442,686788125561,SBIN0001234,Gaurav Pandey,686788125561_SBIN0001234
ENT_000443,688725171936,ICIC0004321,Varun Das,688725171936_ICIC0004321
ENT_000444,689590522039,PUNB0009876,Aditya Shinde,689590522039_PUNB0009876
ENT_000445,690328426008,KKBK0007890,Meena Jain,690328426008_KKBK0007890
ENT_000446,692210657021,IDIB0001122,Neha Tripathi,692210657021_IDIB0001122
ENT_000447,693263798805,ICIC0002468,Aadhya Joshi,693263798805_ICIC0002468
ENT_000448,696016368562,IDIB0005566,Kavya Gupta,696016368562_IDIB0005566
ENT_000449,696695139934,IDIB0001122,Navya Dey,696695139934_IDIB0001122
ENT_000450,697493414595,ICIC0008765,Ananya Sen,697493414595_ICIC0008765
ENT_000451,697775508839,PUNB0009876,Rajesh Shah,697775508839_PUNB0009876
ENT_000452,698513567016,PUNB0005432,Aadhya Srivastava,698513567016_PUNB0005432
ENT_000453,699910770735,HDFC0004321,Ishan Ahmed ,699910770735_HDFC0004321
ENT_000454,700088939243,AXIS0007890,Ishita Kapoor,700088939243_AXIS0007890
ENT_000455,700581361458,UBIN0007788,Vikram Choudhury,700581361458_UBIN0007788
ENT_000456,704310233911,CNRB0008899,Ajay Gaikwad,704310233911_CNRB0008899
ENT_000457,708941592508,BARB0003579,Pari Rao,708941592508_BARB0003579
ENT_000458,709099824282,PUNB0009876,Pranav Rao,709099824282_PUNB0009876
ENT_000459,709697887681,ICIC0002468,Dhruv Dubey,709697887681_ICIC0002468
ENT_000460,711071920529,SBIN0001234,Shreya Banerjee,711071920529_SBIN0001234
ENT_000461,712277588519,KKBK0003210,Kunal Shah,712277588519_KKBK0003210
ENT_000462,713516207200,PUNB0001357,Advaith Sen,713516207200_PUNB0001357
ENT_000463,714428300898,AXIS0006543,Suresh Paul,714428300898_AXIS0006543
ENT_000464,718103958517,HDFC0001234,Sneha Das,718103958517_HDFC0001234
ENT_000465,718187630594,UBIN0007788,Neha Rao,718187630594_UBIN0007788
ENT_000466,718510071124,CNRB0004455,Reyansh Tiwari,718510071124_CNRB0004455
ENT_000467,718671636967,CNRB0004455,Sara Biswas,718671636967_CNRB0004455
ENT_000468,718966589553,ICIC0004321,Sanjay Bose,718966589553_ICIC0004321
ENT_000469,719173009122,ICIC0008765,preeti kapoor,719173009122_ICIC0008765
ENT_000470,720245039395,UBIN0005566,Pari Nair,720245039395_UBIN0005566
ENT_000471,720446670928,ICIC0008765,Sara Roy,720446670928_ICIC0008765
ENT_000472,721715610769,IDIB0001122,Anil Srivastava,721715610769_IDIB0001122
ENT_000473,722414826633,HDFC0001234,Aayan Yadav,722414826633_HDFC0001234
ENT_000474,722478488545,ICIC0004321,Meera Menon,722478488545_ICIC0004321
ENT_000475,726594012825,ICIC0008765,Sai Choudhury,726594012825_ICIC0008765
ENT_000476,727588670509,UBIN0005566,Meera Kapoor,727588670509_UBIN0005566
ENT_000477,728090887216,AXIS0003456,Ira Khan,728090887216_AXIS0003456
ENT_000478,728107796415,KKBK0003210,Saanvi Srivastava,728107796415_KKBK0003210
ENT_000479,729444729179,PUNB0001357,Sanjay Yadav,729444729179_PUNB0001357
ENT_000480,730855031651,BARB0002345,A. Ghosh,730855031651_BARB0002345
ENT_000481,733573714419,ICIC0008765,Ritvik Dutta,733573714419_ICIC0008765
ENT_000482,734065014236,ICIC0004321,Manish Patil,734065014236_ICIC0004321
ENT_000483,734671708380,ICIC0002468,Angel Mishra,734671708380_ICIC0002468
ENT_000484,735056084331,BARB0002345,Aditya Srivastava,735056084331_BARB0002345
ENT_000485,735798459372,PUNB0001357,Dhruv Patel,735798459372_PUNB0001357
ENT_000486,735906343638,UBIN0009900,Meera Singh,735906343638_UBIN0009900
ENT_000487,736119440405,SBIN0001234,Suresh Mishra,736119440405_SBIN0001234
ENT_000488,736422102747,ICIC0002468,Arjun Shah,736422102747_ICIC0002468
ENT_000489,736591038802,SBIN0009101,Sai Ali,736591038802_SBIN0009101
ENT_000490,738506846386,PUNB0001357,Ajay Yadav,738506846386_PUNB0001357
ENT_000491,739029968283,BARB0006789,Rajesh Deshmukh,739029968283_BARB0006789
ENT_000492,740170695850,KKBK0007890,Saanvi Pawar,740170695850_KKBK0007890
ENT_000493,740300175457,UBIN0005566,Ritvik Agarwal,740300175457_UBIN0005566
ENT_000494,741535897688,KKBK0001928,Ritvik Ali,741535897688_KKBK0001928
ENT_000495,743158526982,AXIS0007890,Siddharth Bhatia,743158526982_AXIS0007890
ENT_000496,746174432554,ICIC0002468,Aarav Nair,746174432554_ICIC0002468
ENT_000497,747939482105,AXIS0007890,Suresh Mishra,747939482105_AXIS0007890
ENT_000498,749825263396,PUNB0005432,Varun Shinde,749825263396_PUNB0005432
ENT_000499,752686223803,PUNB0005432,Advik Ahmed,752686223803_PUNB0005432
ENT_000500,754981779142,KKBK0001928,Aditya Dubey,754981779142_KKBK0001928
ENT_000501,755235594840,PUNB0005432,Deepak Choudhury,755235594840_PUNB0005432
ENT_000502,755439143467,IDIB0003344,Sara Pawar,755439143467_IDIB0003344
ENT_000503,757475491416,SBIN0005678,Pankaj Biswas,757475491416_SBIN0005678
ENT_000504,758365355182,PUNB0009876,Anita Shah,758365355182_PUNB0009876
ENT_000505,759693767724,IDIB0003344,Rajesh Kapoor,759693767724_IDIB0003344
ENT_000506,760045839791,SBIN0005678,Sunita Kumar,760045839791_SBIN0005678
ENT_000507,761358158184,SBIN0005678,Aarav Chatterjee,761358158184_SBIN0005678
ENT_000508,762802209928,UBIN0007788,Navya Kulkarni,762802209928_UBIN0007788
ENT_000509,762809324231,ICIC0002468,Vihaan Patel,762809324231_ICIC0002468
ENT_000510,763340157198,UBIN0007788,Nikhil Nair,763340157198_UBIN0007788
ENT_000511,764318362436,BARB0006789,Sai Kumar,764318362436_BARB0006789
ENT_000512,764412655714,UBIN0007788,Angel Malhotra,764412655714_UBIN0007788
ENT_000513,764866345752,HDFC0005678,Pooja Singh,764866345752_HDFC0005678
ENT_000514,770572261344,CNRB0006677,Atharv Kumar,770572261344_CNRB0006677
ENT_000515,772055593219,CNRB0004455,Ishan Deshmukh,772055593219_CNRB0004455
ENT_000516,772260083878,HDFC0004321,Kavita Bhatia,772260083878_HDFC0004321
ENT_000517,773945892375,ICIC0008765,Krishna Dubey,773945892375_ICIC0008765
ENT_000518,774778990070,UBIN0009900,Riya Ghosh,774778990070_UBIN0009900
ENT_000519,775057307204,BARB0002345,Vikram Malhotra,775057307204_BARB0002345
ENT_000520,775469860518,IDIB0003344,Ishita Kulkarni,775469860518_IDIB0003344
ENT_000521,775610487239,KKBK0001928,Atharv Shinde,775610487239_KKBK0001928
ENT_000522,778712312814,CNRB0006677,Sweta Mehta,778712312814_CNRB0006677
ENT_000523,778759018230,SBIN0009101,Riya Dubey,778759018230_SBIN0009101
ENT_000524,779421443451,ICIC0002468,Kabir Dubey,779421443451_ICIC0002468
ENT_000525,780394059373,BARB0003579,Vihaan Patil,780394059373_BARB0003579
ENT_000526,781921266516,PUNB0009876,Priya Dey,781921266516_PUNB0009876
ENT_000527,782787430916,UBIN0009900,Ananya Ghosh,782787430916_UBIN0009900
ENT_000528,785729036205,UBIN0009900,Geeta Mishra,785729036205_UBIN0009900
ENT_000529,786211639937,IDIB0003344,Saanvi Paul,786211639937_IDIB0003344
ENT_000530,786309570762,AXIS0006543,Krishna Joshi,786309570762_AXIS0006543
ENT_000531,790291006942,KKBK0007890,Navya Deshmukh,790291006942_KKBK0007890
ENT_000532,790757033266,BARB0006789,Kavita Mishra,790757033266_BARB0006789
ENT_000533,791012979889,KKBK0001928,Amit Tripathi,791012979889_KKBK0001928
ENT_000534,793389003818,PUNB0009876,Rohit Pandey,793389003818_PUNB0009876
ENT_000535,795108436649,ICIC0008765,Krishna Dey,795108436649_ICIC0008765
ENT_000536,795669368396,BARB0006789,Riya Dey,795669368396_BARB0006789
ENT_000537,795911943199,ICIC0002468,Anil Patil,795911943199_ICIC0002468
ENT_000538,796181120841,AXIS0007890,Rohit Gupta,796181120841_AXIS0007890
ENT_000539,797977210972,HDFC0001234,Kavya Shinde,797977210972_HDFC0001234
ENT_000540,799050464905,UBIN0007788,Advik Ahmed,799050464905_UBIN0007788
ENT_000541,800320681066,SBIN0001234,Saanvi Patel,800320681066_SBIN0001234
ENT_000542,800583966022,CNRB0008899,amit bhatia,800583966022_CNRB0008899
ENT_000543,800622035522,CNRB0004455,Ashok Shah,800622035522_CNRB0004455
ENT_000544,802060293051,ICIC0002468,Sunil Das,802060293051_ICIC0002468
ENT_000545,803686852877,ICIC0002468,Shreya Patil,803686852877_ICIC0002468
ENT_000546,805882797681,KKBK0003210,Siddharth Srivastava,805882797681_KKBK0003210
ENT_000547,805992461852,IDIB0003344,Sunita Rao,805992461852_IDIB0003344
ENT_000548,806799110299,BARB0003579,Rajesh Dubey,806799110299_BARB0003579
ENT_000549,809895453406,SBIN0005678,Atharv Tripathi,809895453406_SBIN0005678
ENT_000550,810533231606,IDIB0003344,Sunita Mishra,810533231606_IDIB0003344
ENT_000551,811364515897,SBIN0005678,Suresh Ahmed,811364515897_SBIN0005678
ENT_000552,813181846360,KKBK0001928,Vivaan Patel,813181846360_KKBK0001928
ENT_000553,813927597991,SBIN0009101,Sai Verma,813927597991_SBIN0009101
ENT_000554,819007192634,CNRB0008899,Ajay Kulkarni,819007192634_CNRB0008899
ENT_000555,820726006289,KKBK0003210,Vivaan Saxena,820726006289_KKBK0003210
ENT_000556,822639765311,HDFC0005678,Nikhil Kapoor,822639765311_HDFC0005678
ENT_000557,825278160363,KKBK0003210,Vikram Deshmukh,825278160363_KKBK0003210
ENT_000558,827197730438,CNRB0004455,Aryan Paul,827197730438_CNRB0004455
ENT_000559,828273518134,SBIN0001234,Shaurya Tripathi,828273518134_SBIN0001234
ENT_000560,829326155336,AXIS0007890,aditya ghosh,829326155336_AXIS0007890
ENT_000561,830136378095,KKBK0007890,Kavya Kapoor,830136378095_KKBK0007890
ENT_000562,831486718843,ICIC0002468,Deepa Reddy,831486718843_ICIC0002468
ENT_000563,833588982571,IDIB0005566,Myra Ghosh,833588982571_IDIB0005566
ENT_000564,833896555423,IDIB0001122,Nikhil Paul,833896555423_IDIB0001122
ENT_000565,834657443459,CNRB0006677,Kavya Mukherjee,834657443459_CNRB0006677
ENT_000566,835855226311,HDFC0001234,Kunal Agarwal,835855226311_HDFC0001234
ENT_000567,837060762325,AXIS0003456,Geeta Verma,837060762325_AXIS0003456
ENT_000568,837214063081,AXIS0007890,Tanvi Bhatia,837214063081_AXIS0007890
ENT_000569,837884981282,CNRB0004455,Priya Sen,837884981282_CNRB0004455
ENT_000570,841172976688,IDIB0001122,Anika Menon,841172976688_IDIB0001122
ENT_000571,841301841479,UBIN0007788,Reyansh Ghosh,841301841479_UBIN0007788
ENT_000572,841844861994,AXIS0003456,Sweta Bhatia,841844861994_AXIS0003456
ENT_000573,841951355259,ICIC0002468,Swati Dubey,841951355259_ICIC0002468
ENT_000574,842395153057,CNRB0004455,Ishita Kapoor,842395153057_CNRB0004455
ENT_000575,845638847947,IDIB0003344,Deepak Gupta,845638847947_IDIB0003344
ENT_000576,847668980598,UBIN0005566,Meera Rao,847668980598_UBIN0005566
ENT_000577,847823556587,ICIC0004321,Ashok Patel,847823556587_ICIC0004321
ENT_000578,848122047461,BARB0002345,Swati Patel,848122047461_BARB0002345
ENT_000579,849325047857,KKBK0003210,Meena Rao,849325047857_KKBK0003210
ENT_000580,850001111711,BARB0006789,Aryan Rao,850001111711_BARB0006789
ENT_000581,850805437251,CNRB0004455,Ramesh Saxena,850805437251_CNRB0004455
ENT_000582,850853317874,ICIC0008765,Arjun Mishra,850853317874_ICIC0008765
ENT_000583,853360527876,KKBK0003210,Suresh Bose,853360527876_KKBK0003210
ENT_000584,855671426170,PUNB0005432,Pooja Patil,855671426170_PUNB0005432
ENT_000585,855832329275,PUNB0001357,Meera Tripathi,855832329275_PUNB0001357
ENT_000586,856804495442,UBIN0007788,Ashok Mehta,856804495442_UBIN0007788
ENT_000587,858457285044,IDIB0005566,Priya Shah,858457285044_IDIB0005566
ENT_000588,859659881269,BARB0003579,Vihaan Tiwari,859659881269_BARB0003579
ENT_000589,859707157168,CNRB0006677,Ananya Gaikwad,859707157168_CNRB0006677
ENT_000590,860923742690,PUNB0009876,Vihaan Gupta,860923742690_PUNB0009876
ENT_000591,861854335443,HDFC0005678,Myra Kumar,861854335443_HDFC0005678
ENT_000592,861977213598,KKBK0007890,Rahul Saxena,861977213598_KKBK0007890
ENT_000593,863365472754,BARB0003579,Ashok Mishra,863365472754_BARB0003579
ENT_000594,865873132760,AXIS0007890,Kunal Reddy,865873132760_AXIS0007890
ENT_000595,866320981994,UBIN0009900,Sweta Saxena,866320981994_UBIN0009900
ENT_000596,867321912243,UBIN0005566,Gaurav Rao,867321912243_UBIN0005566
ENT_000597,867996662339,UBIN0005566,Pankaj Menon,867996662339_UBIN0005566
ENT_000598,868287386081,KKBK0007890,Aryan Verma,868287386081_KKBK0007890
ENT_000599,870278886192,SBIN0009101,Meera Singh,870278886192_SBIN0009101
ENT_000600,870310160681,AXIS0006543,Neha Roy,870310160681_AXIS0006543
ENT_000601,871590378377,KKBK0001928,Alok Mukherjee,871590378377_KKBK0001928
ENT_000602,871677274007,IDIB0005566,Kavya Patel,871677274007_IDIB0005566
ENT_000603,872205467773,HDFC0001234,Roshni Paul,872205467773_HDFC0001234
ENT_000604,872871656178,HDFC0001234,Anika Verma,872871656178_HDFC0001234
ENT_000605,873919986476,SBIN0009101,Sai Saxena,873919986476_SBIN0009101
ENT_000606,877579719274,AXIS0007890,Aarav Pawar,877579719274_AXIS0007890
ENT_000607,877693993558,BARB0003579,Aayan Mukherjee,877693993558_BARB0003579
ENT_000608,878453131767,AXIS0006543,Deepak Pawar,878453131767_AXIS0006543
ENT_000609,878881260835,SBIN0009101,Roshni Gaikwad,878881260835_SBIN0009101
ENT_000610,879126063625,BARB0003579,Alok Dutta,879126063625_BARB0003579
ENT_000611,879944763170,SBIN0009101,Suresh Yadav,879944763170_SBIN0009101
ENT_000612,882360527749,UBIN0007788,Aadhya  Bhatia,882360527749_UBIN0007788
ENT_000613,886250029907,IDIB0001122,Sunil Gupta,886250029907_IDIB0001122
ENT_000614,886883662637,PUNB0005432,Angel Srivastava,886883662637_PUNB0005432
ENT_000615,887397615467,KKBK0007890,Advik Srivastava,887397615467_KKBK0007890
ENT_000616,889191331391,HDFC0001234,Smt. Diya Roy,889191331391_HDFC0001234
ENT_000617,889679065378,PUNB0005432,Meena Malhotra,889679065378_PUNB0005432
ENT_000618,889984729564,PUNB0009876,Tanvi Dey,889984729564_PUNB0009876
ENT_000619,890875099755,KKBK0001928,Ashok Menon,890875099755_KKBK0001928
ENT_000620,892761382374,AXIS0007890,Amit Reddy,892761382374_AXIS0007890
ENT_000621,892975625286,BARB0006789,"Reddy, Swati",892975625286_BARB0006789
ENT_000622,893774408754,CNRB0006677,VARUN ALI,893774408754_CNRB0006677
ENT_000623,895651263417,CNRB0004455,Ananya Jain,895651263417_CNRB0004455
ENT_000624,895783733945,PUNB0009876,Ashok Reddy,895783733945_PUNB0009876
ENT_000625,897070599637,BARB0002345,Vivaan Das,897070599637_BARB0002345
ENT_000626,898720071165,BARB0003579,Ashok Deshmukh,898720071165_BARB0003579
ENT_000627,899999819493,PUNB0001357,Siddharth Bhatia,899999819493_PUNB0001357
ENT_000628,900650578998,HDFC0001234,Ramesh Ali,900650578998_HDFC0001234
ENT_000629,902902156753,BARB0006789,Kavya Ali,902902156753_BARB0006789
ENT_000630,903526763113,KKBK0007890,Krishna Gaikwad,903526763113_KKBK0007890
ENT_000631,903856791884,AXIS0006543,P Dey,903856791884_AXIS0006543
ENT_000632,903881442358,IDIB0003344,Anita Nair,903881442358_IDIB0003344
ENT_000633,910664407007,KKBK0001928,Sara Patil,910664407007_KKBK0001928
ENT_000634,912678183898,KKBK0007890,Rohit Paul,912678183898_KKBK0007890
ENT_000635,915149650491,CNRB0006677,Sai Ahmed,915149650491_CNRB0006677
ENT_000636,916531906281,SBIN0009101,Ajay Ahmed,916531906281_SBIN0009101
ENT_000637,916557269948,KKBK0001928,Pari Banerjee,916557269948_KKBK0001928
ENT_000638,917103043320,KKBK0001928,Ishita Das,917103043320_KKBK0001928
ENT_000639,918566393823,UBIN0009900,Ananya Khan,918566393823_UBIN0009900
ENT_000640,920121345586,UBIN0007788,Meera Khan,920121345586_UBIN0007788
ENT_000641,920422004102,KKBK0001928,Mr. Reyansh Agarwal,920422004102_KKBK0001928
ENT_000642,920842622752,IDIB0001122,Vijay Ghosh,920842622752_IDIB0001122
ENT_000643,921315799665,SBIN0009101,Pankaj Shah,921315799665_SBIN0009101
ENT_000644,921428173109,SBIN0001234,Anita Kumar,921428173109_SBIN0001234
ENT_000645,926552435289,ICIC0002468,Sunita Roy,926552435289_ICIC0002468
ENT_000646,928612436713,CNRB0004455, Riya Nair,928612436713_CNRB0004455
ENT_000647,929604758482,BARB0006789,Reyansh Srivastava,929604758482_BARB0006789
ENT_000648,930498955541,HDFC0005678,Navya Tiwari,930498955541_HDFC0005678
ENT_000649,931850734401,BARB0006789,Shaurya Pawar,931850734401_BARB0006789
ENT_000650,932086292191,PUNB0005432,Kabir Gupta,932086292191_PUNB0005432
ENT_000651,933785291760,PUNB0001357,Tanvi Yadav,933785291760_PUNB0001357
ENT_000652,935122206857,SBIN0005678,Angel Sen,935122206857_SBIN0005678
ENT_000653,935608119076,ICIC0008765,Ajay Tripathi,935608119076_ICIC0008765
ENT_000654,937726990452,SBIN0001234,Kunal Rao,937726990452_SBIN0001234
ENT_000655,939124570476,HDFC0004321,Meera Pawar,939124570476_HDFC0004321
ENT_000656,939889089976,KKBK0001928,Swati Deshmukh,939889089976_KKBK0001928
ENT_000657,940536690954,PUNB0009876,Geeta Agarwal,940536690954_PUNB0009876
ENT_000658,942586603917,HDFC0005678,Alok Bhatia,942586603917_HDFC0005678
ENT_000659,942720833045,HDFC0005678,Pooja Dutta,942720833045_HDFC0005678
ENT_000660,942914148319,PUNB0001357,Saanvi Tiwari,942914148319_PUNB0001357
ENT_000661,943577941619,AXIS0007890,Ishan Rao,943577941619_AXIS0007890
ENT_000662,944412769960,BARB0006789,Gaurav Mehta,944412769960_BARB0006789
ENT_000663,944741523484,KKBK0001928,Vihaan Paul,944741523484_KKBK0001928
ENT_000664,945999235805,IDIB0005566,Sweta Verma,945999235805_IDIB0005566
ENT_000665,947087372942,PUNB0009876,Shaurya Mukherjee,947087372942_PUNB0009876
ENT_000666,947295030873,IDIB0003344,Alok Jain,947295030873_IDIB0003344
ENT_000667,948676594151,UBIN0005566,Rajesh Ghosh,948676594151_UBIN0005566
