Timestamp,From Bank,Account,To Bank,Account.1,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022-09-01 19:24:00,70,1004286A8,211164,812BF8A50,73.11,US Dollar,Cash,0
2022-09-01 19:16:00,70,1004286A8,4259,812C33E70,18.25,US Dollar,Cheque,0
2022-09-01 19:00:00,70,1004286A8,4259,812C33E70,42.79,US Dollar,Credit Card,0
2022-09-01 19:16:00,70,1004286A8,241309,8131151A0,14252.65,US Dollar,Cheque,0
2022-09-01 19:05:00,70,1004286A8,241309,8131151A0,8092.24,US Dollar,Credit Card,0
2022-09-01 19:05:00,70,1004286A8,241309,8131151A0,1224.68,US Dollar,Cash,0
2022-09-01 19:00:00,70,1004286A8,22806,8131DC070,308460.12,US Dollar,Cheque,0
2022-09-01 19:25:00,70,1004286A8,232335,8134A7D00,18721.29,US Dollar,Cheque,0
2022-09-01 19:11:00,70,1004286A8,27288,81355C5D0,10058.44,US Dollar,Cheque,0
2022-09-01 19:23:00,70,1004286A8,27288,81355C5D0,799.6,US Dollar,Credit Card,0
2022-09-01 19:16:00,70,1004286A8,36806,81399B6D0,241.77,US Dollar,Cheque,0
2022-09-01 19:23:00,70,1004286A8,36806,81399B6D0,1225.67,US Dollar,Credit Card,0
2022-09-01 19:05:00,70,1004286A8,27241,81446A5C0,608.49,US Dollar,Cheque,0
2022-09-01 19:04:00,70,1004286A8,27241,81446A5C0,853.36,US Dollar,Credit Card,0
2022-09-01 19:27:00,70,1004286A8,11,8148378D0,443.3,US Dollar,Cheque,0
2022-09-01 19:05:00,70,1004286A8,11,8148378D0,481.84,US Dollar,Credit Card,0
2022-09-01 19:04:00,70,1004286A8,11,8148378D0,469.97,US Dollar,Cash,0
2022-09-01 19:37:00,70,1004286A8,410,80029BA40,65.32,US Dollar,Cheque,0
2022-09-01 19:51:00,70,1004286A8,410,80029BA40,306.34,US Dollar,Cash,0
2022-09-01 19:34:00,70,1004286A8,1522,8002AE470,1989.33,US Dollar,Cheque,0
2022-09-01 19:32:00,70,1004286A8,1522,8002AE470,4632.5,US Dollar,Credit Card,0
2022-09-01 19:51:00,70,1004286A8,1299,8009921F0,3311.7,US Dollar,Cheque,0
2022-09-01 19:51:00,70,1004286A8,1299,8009921F0,2344.14,US Dollar,Credit Card,0
2022-09-01 19:31:00,70,1004286A8,1522,8009D9700,159575.07,US Dollar,Cheque,0
2022-09-01 19:58:00,70,1004286A8,1522,8009D9700,13698.17,US Dollar,Credit Card,0
2022-09-01 19:57:00,70,1004286A8,1522,8009D9700,34506.26,US Dollar,Cash,0
2022-09-01 19:43:00,70,1004286A8,1299,800A0F720,76.44,US Dollar,Cheque,0
2022-09-01 19:51:00,70,1004286A8,11657,800C98800,2239.19,US Dollar,Cheque,0
2022-09-01 19:32:00,70,1004286A8,21918,8007F68C0,329.33,US Dollar,Cheque,0
2022-09-01 19:45:00,70,1004286A8,21918,8007F68C0,98.52,US Dollar,Credit Card,0
2022-09-01 19:47:00,70,1004286A8,11852,800FA9980,1674.45,US Dollar,Cheque,0
2022-09-01 19:42:00,70,1004286A8,11852,800FA9980,1745.62,US Dollar,Cash,0
2022-09-01 19:44:00,70,1004286A8,1490,801013A60,158.64,US Dollar,Cheque,0
2022-09-01 19:49:00,70,1004286A8,1490,801013A60,1185.96,US Dollar,Credit Card,0
2022-09-01 19:52:00,70,1004286A8,1665,8010FD210,187.78,US Dollar,Cheque,0
2022-09-01 19:50:00,70,1004286A8,1665,8010FD210,65.25,US Dollar,Credit Card,0
2022-09-01 19:34:00,70,1004286A8,1024,8013394A0,24441.65,US Dollar,Cheque,0
2022-09-01 19:59:00,70,1004286A8,1024,8013394A0,5187.14,US Dollar,Credit Card,0
2022-09-01 19:56:00,70,1004286A8,1024,8013394A0,28279.04,US Dollar,Cash,0
2022-09-01 19:33:00,70,1004286A8,1547,8013B4C60,47.6,US Dollar,Cheque,0
2022-09-01 19:36:00,70,1004286A8,1547,8013B4C60,5.83,US Dollar,Credit Card,0
2022-09-01 19:36:00,70,1004286A8,1024,8014AD3D0,107174.52,US Dollar,Cheque,0
2022-09-01 19:54:00,70,1004286A8,1024,8014AD3D0,68990.68,US Dollar,Cash,0
2022-09-01 19:55:00,70,1004286A8,13057,8014E4650,4588.12,US Dollar,Cheque,0
2022-09-01 19:45:00,70,1004286A8,13057,8014E4650,2008.85,US Dollar,Credit Card,0
2022-09-01 19:50:00,70,1004286A8,2467,8019DDF80,130.47,US Dollar,Cheque,0
2022-09-01 19:54:00,70,1004286A8,13083,801AE3470,2389.73,US Dollar,Cheque,0
2022-09-01 19:55:00,70,1004286A8,13083,801AE3470,2129.59,US Dollar,Credit Card,0
2022-09-01 19:48:00,70,1004286A8,12797,801AF6830,369.98,US Dollar,Cheque,0
2022-09-01 19:36:00,70,1004286A8,12797,801AF6830,4.17,US Dollar,Credit Card,0
2022-09-01 19:32:00,70,1004286A8,12797,801AF6830,2.74,US Dollar,Cash,0
2022-09-01 19:45:00,70,1004286A8,23555,801B8D860,1782.26,US Dollar,Cheque,0
2022-09-01 19:33:00,70,1004286A8,23555,801B8D860,2373.69,US Dollar,Cash,0
2022-09-01 19:32:00,70,1004286A8,12963,8020AE340,43.43,US Dollar,Cheque,0
2022-09-01 19:52:00,70,1004286A8,12963,8020AE340,109.89,US Dollar,Credit Card,0
2022-09-01 19:37:00,70,1004286A8,12963,8020AE340,11.07,US Dollar,Cash,0
2022-09-01 19:41:00,70,1004286A8,20,8020ECCF0,1597.23,US Dollar,Cheque,0
2022-09-01 19:58:00,70,1004286A8,11,8021A2840,5518.32,US Dollar,Cheque,0
2022-09-01 19:42:00,70,1004286A8,11852,802355EA0,164.89,US Dollar,Cheque,0
2022-09-01 19:59:00,70,1004286A8,11852,802355EA0,258.01,US Dollar,Credit Card,0
2022-09-01 19:51:00,70,1004286A8,21387,80254C8B0,49600.21,US Dollar,Cheque,0
2022-09-01 19:56:00,70,1004286A8,21387,80254C8B0,4629.19,US Dollar,Credit Card,0
2022-09-01 19:58:00,70,1004286A8,21387,80254C8B0,30743.68,US Dollar,Cash,0
2022-09-01 19:38:00,70,1004286A8,2591,8025F7E00,64.14,US Dollar,Cheque,0
2022-09-01 19:33:00,70,1004286A8,2591,8025F7E00,162.47,US Dollar,Cash,0
2022-09-01 19:43:00,70,1004286A8,12513,8027CAFD0,1712.5,US Dollar,Cheque,0
2022-09-01 19:30:00,70,1004286A8,12513,8027CAFD0,1534.07,US Dollar,Credit Card,0
2022-09-01 19:47:00,70,1004286A8,12513,8027CAFD0,248.75,US Dollar,Cash,0
2022-09-01 19:53:00,70,1004286A8,24963,8027E0E50,575.21,US Dollar,Cheque,0
2022-09-01 19:46:00,70,1004286A8,24963,8027E0E50,1434.2,US Dollar,Credit Card,0
2022-09-01 19:59:00,70,1004286A8,4259,8028A5910,1277.48,US Dollar,Cheque,0
2022-09-01 19:31:00,70,1004286A8,4259,8028A5910,208.81,US Dollar,Credit Card,0
2022-09-01 19:46:00,70,1004286A8,5466,80294F470,13383.87,US Dollar,Cheque,0
2022-09-01 19:48:00,70,1004286A8,5466,80294F470,3917.83,US Dollar,Credit Card,0
2022-09-01 19:52:00,70,1004286A8,24840,802952D60,12425.51,US Dollar,Cheque,0
2022-09-01 19:34:00,70,1004286A8,24840,802952D60,471.81,US Dollar,Credit Card,0
2022-09-01 19:46:00,70,1004286A8,15863,8025F6B70,146.7,US Dollar,Cheque,0
2022-09-01 19:46:00,70,1004286A8,15863,8025F6B70,190.77,US Dollar,Cash,0
2022-09-01 19:32:00,70,1004286A8,6625,8028D72D0,99.0,US Dollar,Cheque,0
2022-09-01 19:52:00,70,1004286A8,6625,8028D72D0,103.88,US Dollar,Credit Card,0
2022-09-01 19:49:00,70,1004286A8,1547,802A94990,286990.71,US Dollar,Cheque,0
2022-09-01 19:40:00,70,1004286A8,25768,802BF1730,145.76,US Dollar,Cheque,0
2022-09-01 19:44:00,70,1004286A8,25768,802BF1730,33.76,US Dollar,Credit Card,0
2022-09-01 19:43:00,70,1004286A8,25768,802BF1730,26.62,US Dollar,Cash,0
2022-09-01 19:34:00,70,1004286A8,16847,802DC6490,335.68,US Dollar,Cheque,0
2022-09-01 19:58:00,70,1004286A8,16847,802DC6490,758.11,US Dollar,Credit Card,0
2022-09-01 19:33:00,70,1004286A8,16847,802DC6490,901.88,US Dollar,Cash,0
2022-09-01 19:31:00,70,1004286A8,5328,802EA0A90,492.2,US Dollar,Cheque,0
2022-09-01 19:36:00,70,1004286A8,5328,802EA0A90,3333.0,US Dollar,Credit Card,0
2022-09-01 19:38:00,70,1004286A8,27288,802F00210,61.63,US Dollar,Cheque,0
2022-09-01 19:39:00,70,1004286A8,27288,802F00210,93.0,US Dollar,Credit Card,0
2022-09-01 19:56:00,70,1004286A8,27684,802DD9210,2618.88,US Dollar,Cheque,0
2022-09-01 19:32:00,70,1004286A8,27684,802DD9210,97.05,US Dollar,Credit Card,0
2022-09-01 19:57:00,70,1004286A8,5329,8030C1CA0,13802.46,US Dollar,Cheque,0
2022-09-01 19:40:00,70,1004286A8,5329,8030C1CA0,3503.99,US Dollar,Cash,0
2022-09-01 19:55:00,70,1004286A8,16388,80313AED0,4945.8,US Dollar,Cheque,0
2022-09-01 19:44:00,70,1004286A8,16388,80313AED0,168.57,US Dollar,Credit Card,0
2022-09-01 19:42:00,70,1004286A8,16388,80313AED0,288.92,US Dollar,Cash,0
2022-09-01 19:34:00,70,1004286A8,1916,80362A840,423.58,US Dollar,Cheque,0
2022-09-01 19:54:00,70,1004286A8,27288,8038F5B90,432.74,US Dollar,Cheque,0
2022-09-01 19:41:00,70,1004286A8,27288,8038F5B90,890.46,US Dollar,Credit Card,0
2022-09-01 19:51:00,70,1004286A8,27288,8038F5B90,746.66,US Dollar,Cash,0
2022-09-01 19:40:00,70,1004286A8,24963,803C13A10,15330.85,US Dollar,Credit Card,0
2022-09-01 19:54:00,70,1004286A8,24963,803C13A10,99883.5,US Dollar,Cash,0
2022-09-01 19:38:00,70,1004286A8,16991,803D7D670,462.66,US Dollar,Cheque,0
2022-09-01 19:47:00,70,1004286A8,16011,803E7DF30,622.88,US Dollar,Cheque,0
2022-09-01 19:53:00,70,1004286A8,16011,803E7DF30,1777.78,US Dollar,Credit Card,0
2022-09-01 19:53:00,70,1004286A8,26818,803E7E9E0,5897.5,US Dollar,Cheque,0
2022-09-01 19:53:00,70,1004286A8,26818,803E7E9E0,2030.77,US Dollar,Credit Card,0
2022-09-01 19:45:00,70,1004286A8,26818,803E7E9E0,2019.51,US Dollar,Cash,0
2022-09-01 19:45:00,70,1004286A8,26860,804338360,305.1,US Dollar,Cheque,0
2022-09-01 19:41:00,70,1004286A8,16847,80438A560,105.39,US Dollar,Cheque,0
2022-09-01 19:35:00,70,1004286A8,25866,80474DCE0,1112670.33,US Dollar,Cheque,0
2022-09-01 19:52:00,70,1004286A8,25866,80474DCE0,18504.85,US Dollar,Credit Card,0
2022-09-01 19:37:00,70,1004286A8,25866,80474DCE0,153694.56,US Dollar,Cash,0
2022-09-01 19:48:00,70,1004286A8,3881,804909EB0,974.02,US Dollar,Cheque,0
2022-09-01 19:42:00,70,1004286A8,3881,804909EB0,762.07,US Dollar,Cash,0
2022-09-01 19:46:00,70,1004286A8,25536,80513B600,141.98,US Dollar,Cheque,0
2022-09-01 19:33:00,70,1004286A8,25536,80513B600,35.09,US Dollar,Credit Card,0
2022-09-01 19:55:00,70,1004286A8,28627,805311BA0,73.18,US Dollar,Cheque,0
2022-09-01 19:30:00,70,1004286A8,28627,805311BA0,156.86,US Dollar,Credit Card,0
2022-09-01 19:54:00,70,1004286A8,5329,80576B6E0,2341.12,US Dollar,Cheque,0
2022-09-01 19:52:00,70,1004286A8,5329,80576B6E0,2433.74,US Dollar,Credit Card,0
2022-09-01 19:33:00,70,1004286A8,16254,8058356F0,2156.53,US Dollar,Cheque,0
2022-09-01 19:48:00,70,1004286A8,16254,8058356F0,536.51,US Dollar,Credit Card,0
2022-09-01 19:35:00,70,1004286A8,16254,8058356F0,318.92,US Dollar,Cash,0
2022-09-01 19:33:00,70,1004286A8,11056,806055720,778.31,US Dollar,Credit Card,0
2022-09-01 19:39:00,70,1004286A8,11056,806055720,192.79,US Dollar,Cash,0
2022-09-01 19:53:00,70,1004286A8,22806,8067A0B10,2479.36,US Dollar,Cheque,0
2022-09-01 19:49:00,70,1004286A8,22806,8067A0B10,2418.95,US Dollar,Credit Card,0
2022-09-01 19:56:00,70,1004286A8,111326,8020A91B0,5723.72,US Dollar,Cheque,0
2022-09-01 19:54:00,70,1004286A8,16847,80756FF60,85.38,US Dollar,Cheque,0
2022-09-01 19:51:00,70,1004286A8,16847,80756FF60,313.12,US Dollar,Credit Card,0
2022-09-01 19:49:00,70,1004286A8,115415,807748180,2287.96,US Dollar,Cheque,0
2022-09-01 19:39:00,70,1004286A8,115415,807748180,777.2,US Dollar,Cash,0
2022-09-01 19:34:00,70,1004286A8,218267,8078CAC20,1346.88,US Dollar,Cheque,0
2022-09-01 19:48:00,70,1004286A8,218267,8078CAC20,1743.33,US Dollar,Credit Card,0
2022-09-01 19:48:00,70,1004286A8,218267,8078CAC20,94.66,US Dollar,Cash,0
2022-09-01 19:59:00,70,1004286A8,218346,807935090,170.53,US Dollar,Cheque,0
2022-09-01 19:44:00,70,1004286A8,218346,807935090,194.26,US Dollar,Credit Card,0
2022-09-01 19:50:00,70,1004286A8,27103,807BC1170,676095.73,US Dollar,Cheque,0
2022-09-01 19:58:00,70,1004286A8,27103,807BC1170,18253.39,US Dollar,Credit Card,0
2022-09-01 19:58:00,70,1004286A8,27103,807BC1170,88971.67,US Dollar,Cash,0
2022-09-01 19:58:00,70,1004286A8,210617,808031F70,3325.19,US Dollar,Cheque,0
2022-09-01 19:55:00,70,1004286A8,210617,808031F70,205.1,US Dollar,Credit Card,0
2022-09-01 19:47:00,70,1004286A8,28183,80850F530,72.95,US Dollar,Cheque,0
2022-09-01 19:32:00,70,1004286A8,28183,80850F530,26.82,US Dollar,Credit Card,0
2022-09-01 19:53:00,70,1004286A8,28183,80850F530,8.73,US Dollar,Cash,0
2022-09-01 19:42:00,70,1004286A8,27241,80897B880,768.25,US Dollar,Cheque,0
2022-09-01 19:46:00,70,1004286A8,27241,80897B880,37.89,US Dollar,Credit Card,0
2022-09-01 19:57:00,70,1004286A8,210431,808BE9FF0,643.87,US Dollar,Cheque,0
2022-09-01 19:45:00,70,1004286A8,20248,808F15820,571.24,US Dollar,Cheque,0
2022-09-01 19:57:00,70,1004286A8,20248,808F15820,86.54,US Dollar,Cash,0
2022-09-01 19:40:00,70,1004286A8,12963,80936F090,812.75,US Dollar,Cheque,0
2022-09-01 19:52:00,70,1004286A8,12963,80936F090,314.53,US Dollar,Credit Card,0
2022-09-01 19:46:00,70,1004286A8,12963,80936F090,11.3,US Dollar,Cash,0
2022-09-01 19:58:00,70,1004286A8,1669,8093ECD90,5015.08,US Dollar,Cheque,0
2022-09-01 19:59:00,70,1004286A8,1669,8093ECD90,324.48,US Dollar,Credit Card,0
2022-09-01 19:53:00,70,1004286A8,2591,80A1C7710,2422.24,US Dollar,Cheque,0
2022-09-01 19:53:00,70,1004286A8,2591,80A1C7710,267.6,US Dollar,Cash,0
2022-09-01 19:57:00,70,1004286A8,14277,80A534890,44272.62,US Dollar,Cheque,0
2022-09-01 19:54:00,70,1004286A8,14277,80A534890,7508.83,US Dollar,Credit Card,0
2022-09-01 19:31:00,70,1004286A8,14277,80A534890,95322.16,US Dollar,Cash,0
2022-09-01 19:57:00,70,1004286A8,25337,80A62A8D0,785.3,US Dollar,Cheque,0
2022-09-01 19:33:00,70,1004286A8,13959,80AB8DA20,599.16,US Dollar,Cheque,0
2022-09-01 19:54:00,70,1004286A8,13959,80AB8DA20,377.99,US Dollar,Credit Card,0
2022-09-01 19:45:00,70,1004286A8,23003,80B322900,1393.36,US Dollar,Cheque,0
2022-09-01 19:58:00,70,1004286A8,23003,80B322900,4479.7,US Dollar,Credit Card,0
2022-09-01 19:36:00,70,1004286A8,7195,80B5FC150,415.84,US Dollar,Cheque,0
2022-09-01 19:41:00,70,1004286A8,7195,80B5FC150,1958.13,US Dollar,Credit Card,0
2022-09-01 19:45:00,70,1004286A8,27402,80B5FAE60,6561.4,US Dollar,Cheque,0
2022-09-01 19:36:00,70,1004286A8,27402,80B5FAE60,5164.04,US Dollar,Cash,0
2022-09-01 19:37:00,70,1004286A8,21918,80B66B0E0,12871.96,US Dollar,Cheque,0
2022-09-01 19:56:00,70,1004286A8,21918,80B66B0E0,8164.14,US Dollar,Credit Card,0
2022-09-01 19:53:00,70,1004286A8,21918,80B66B0E0,15274.33,US Dollar,Cash,0
2022-09-01 19:57:00,70,1004286A8,13959,80B83D030,3664.37,US Dollar,Cheque,0
2022-09-01 19:47:00,70,1004286A8,27365,80B8A40F0,189.43,US Dollar,Cheque,0
2022-09-01 19:39:00,70,1004286A8,27365,80B8A40F0,487.79,US Dollar,Credit Card,0
2022-09-01 19:32:00,70,1004286A8,15863,80BB31CB0,725.25,US Dollar,Cheque,0
2022-09-01 19:38:00,70,1004286A8,15863,80BB31CB0,594.15,US Dollar,Credit Card,0
2022-09-01 19:57:00,70,1004286A8,15863,80BB31CB0,302.89,US Dollar,Cash,0
2022-09-01 19:41:00,70,1004286A8,219444,80BCBCE30,20119.13,US Dollar,Credit Card,0
2022-09-01 19:45:00,70,1004286A8,219444,80BCBCE30,247789.33,US Dollar,Cash,0
2022-09-01 19:49:00,70,1004286A8,1547,80C2C7190,97338.25,US Dollar,Cheque,0
2022-09-01 19:36:00,70,1004286A8,5328,80C37C810,63911.29,US Dollar,Cheque,0
2022-09-01 19:39:00,70,1004286A8,5328,80C37C810,145603.01,US Dollar,Cash,0
2022-09-01 19:44:00,70,1004286A8,18951,80C6C0690,254.78,US Dollar,Cheque,0
2022-09-01 19:54:00,70,1004286A8,18951,80C6C0690,95.41,US Dollar,Credit Card,0
2022-09-01 19:44:00,70,1004286A8,123308,80C7F76D0,50.11,US Dollar,Cheque,0
2022-09-01 19:50:00,70,1004286A8,123308,80C7F76D0,21.73,US Dollar,Cash,0
2022-09-01 19:36:00,70,1004286A8,222103,80C8E4320,958.13,US Dollar,Cheque,0
2022-09-01 19:36:00,70,1004286A8,25866,80D104F90,11.16,US Dollar,Cheque,0
2022-09-01 19:40:00,70,1004286A8,25866,80D104F90,0.62,US Dollar,Credit Card,0
2022-09-01 19:31:00,70,1004286A8,15010,80D1F4B10,2483.47,US Dollar,Cheque,0
2022-09-01 19:53:00,70,1004286A8,131800,80D4F22A0,85442.26,US Dollar,Cheque,0
2022-09-01 19:51:00,70,1004286A8,131800,80D4F22A0,27378.13,US Dollar,Cash,0
2022-09-01 19:53:00,70,1004286A8,226350,80DAB0410,1252.05,US Dollar,Cheque,0
2022-09-01 19:30:00,70,1004286A8,226350,80DAB0410,996.83,US Dollar,Cash,0
2022-09-01 19:52:00,70,1004286A8,218755,80E08C2E0,24130.73,US Dollar,Cheque,0
2022-09-01 19:33:00,70,1004286A8,218755,80E08C2E0,16408.35,US Dollar,Credit Card,0
2022-09-01 19:52:00,70,1004286A8,218755,80E08C2E0,7442.29,US Dollar,Cash,0
2022-09-01 19:51:00,70,1004286A8,24840,80E3E4F90,2631.84,US Dollar,Cheque,0
2022-09-01 19:48:00,70,1004286A8,238387,80E41BBC0,300.14,US Dollar,Cheque,0
2022-09-01 19:47:00,70,1004286A8,29814,80E650F50,109.61,US Dollar,Cheque,0
2022-09-01 19:30:00,70,1004286A8,29814,80E650F50,98.1,US Dollar,Cash,0
2022-09-01 19:49:00,70,1004286A8,14663,80ED3F190,51071.61,US Dollar,Cheque,0
2022-09-01 19:44:00,70,1004286A8,14663,80ED3F190,5909.34,US Dollar,Credit Card,0
2022-09-01 19:42:00,70,1004286A8,14663,80ED3F190,9752.66,US Dollar,Cash,0
2022-09-01 19:31:00,70,1004286A8,16871,80F7CAD50,297.68,US Dollar,Cheque,0
2022-09-01 19:32:00,70,1004286A8,16871,80F7CAD50,103.59,US Dollar,Cash,0
2022-09-01 19:34:00,70,1004286A8,11657,80FC5DEC0,205.11,US Dollar,Cheque,0
2022-09-01 19:58:00,70,1004286A8,11657,80FC5DEC0,99.11,US Dollar,Credit Card,0
2022-09-01 19:43:00,70,1004286A8,5329,80FE43100,4086.22,US Dollar,Cheque,0
2022-09-01 19:50:00,70,1004286A8,5329,80FE43100,28.06,US Dollar,Cash,0
2022-09-01 19:42:00,70,1004286A8,219444,81025A2B0,1497.18,US Dollar,Cheque,0
2022-09-01 19:59:00,70,1004286A8,38713,81096FB70,4429.41,US Dollar,Cheque,0
2022-09-01 19:47:00,70,1004286A8,38713,81096FB70,1748.5,US Dollar,Credit Card,0
2022-09-01 19:32:00,70,1004286A8,15010,810B76320,278.33,US Dollar,Cheque,0
2022-09-01 19:32:00,70,1004286A8,15010,810B76320,1375.87,US Dollar,Cash,0
2022-09-01 19:54:00,70,1004286A8,115976,810F3D6C0,96.9,US Dollar,Cheque,0
2022-09-01 19:41:00,70,1004286A8,115976,810F3D6C0,113.76,US Dollar,Credit Card,0
2022-09-01 19:36:00,70,1004286A8,4600,811647600,192.09,US Dollar,Cheque,0
2022-09-01 19:59:00,70,1004286A8,4600,811647600,118.27,US Dollar,Credit Card,0
2022-09-01 19:53:00,70,1004286A8,115415,811A94C70,139.07,US Dollar,Cheque,0
2022-09-01 19:58:00,70,1004286A8,115415,811A94C70,161.83,US Dollar,Credit Card,0
2022-09-01 19:48:00,70,1004286A8,115415,811A94C70,118.91,US Dollar,Cash,0
2022-09-01 19:58:00,70,1004286A8,44458,811D3D650,61148.45,US Dollar,Cheque,0
2022-09-01 19:36:00,70,1004286A8,44458,811D3D650,7212.63,US Dollar,Credit Card,0
2022-09-01 19:55:00,70,1004286A8,44458,811D3D650,5985.27,US Dollar,Cash,0
2022-09-01 19:58:00,70,1004286A8,15231,811DCCC80,245.62,US Dollar,Cheque,0
2022-09-01 19:33:00,70,1004286A8,15231,811DCCC80,284.7,US Dollar,Credit Card,0
2022-09-01 19:38:00,70,1004286A8,15231,811DCCC80,75.47,US Dollar,Cash,0
2022-09-01 19:58:00,70,1004286A8,4259,8121DCB50,4397.79,US Dollar,Cheque,0
2022-09-01 19:49:00,70,1004286A8,148937,812212430,574.54,US Dollar,Cheque,0
2022-09-01 19:54:00,70,1004286A8,148937,812212430,1062.29,US Dollar,Credit Card,0
2022-09-01 19:36:00,70,1004286A8,23344,8124A8DF0,10309.89,US Dollar,Cheque,0
2022-09-01 19:48:00,70,1004286A8,23344,8124A8DF0,2247.06,US Dollar,Cash,0
2022-09-01 19:42:00,70,1004286A8,25536,8124BD6F0,44912.08,US Dollar,Cheque,0
2022-09-01 19:38:00,70,1004286A8,25536,8124BD6F0,5815.98,US Dollar,Credit Card,0
2022-09-01 19:41:00,70,1004286A8,25536,8124BD6F0,13809.22,US Dollar,Cash,0
2022-09-01 19:53:00,70,1004286A8,13516,812521490,72193.16,US Dollar,Cheque,0
2022-09-01 19:40:00,70,1004286A8,19777,8126D1D50,2451730.9,US Dollar,Cheque,0
2022-09-01 19:44:00,70,1004286A8,19777,8126D1D50,21679.96,US Dollar,Credit Card,0
2022-09-01 19:35:00,70,1004286A8,19777,8126D1D50,698828.54,US Dollar,Cash,0
2022-09-01 19:52:00,70,1004286A8,113935,812788B00,101.89,US Dollar,Cheque,0
2022-09-01 19:52:00,70,1004286A8,113935,812788B00,163.86,US Dollar,Credit Card,0
2022-09-01 19:44:00,70,1004286A8,113935,812788B00,45.0,US Dollar,Cash,0
2022-09-01 19:37:00,70,1004286A8,32059,81290B6A0,194.09,US Dollar,Cheque,0
2022-09-01 19:34:00,70,1004286A8,32059,81290B6A0,362.4,US Dollar,Credit Card,0
2022-09-01 19:33:00,70,1004286A8,22062,80D0ED720,103255.81,US Dollar,Cheque,0
2022-09-01 19:35:00,70,1004286A8,22062,80D0ED720,25215.81,US Dollar,Credit Card,0
2022-09-01 19:47:00,70,1004286A8,22062,80D0ED720,595606.53,US Dollar,Cash,0
2022-09-01 19:39:00,70,1004286A8,217950,812BB3BF0,213.94,US Dollar,Cheque,0
2022-09-01 19:36:00,70,1004286A8,28627,812C23F60,449.9,US Dollar,Cheque,0
2022-09-01 19:56:00,70,1004286A8,28627,812C23F60,544.91,US Dollar,Credit Card,0
2022-09-01 19:49:00,70,1004286A8,29435,812E4F530,11.69,US Dollar,Cheque,0
2022-09-01 19:45:00,70,1004286A8,29435,812E4F530,39.62,US Dollar,Credit Card,0
2022-09-01 19:59:00,70,1004286A8,13265,813062FD0,1645.42,US Dollar,Cheque,0
2022-09-01 19:56:00,70,1004286A8,117733,8130AA990,293.67,US Dollar,Cheque,0
2022-09-01 19:57:00,70,1004286A8,117733,8130AA990,275.53,US Dollar,Credit Card,0
2022-09-01 19:48:00,70,1004286A8,21922,81315E640,261896.8,US Dollar,Cheque,0
2022-09-01 19:48:00,70,1004286A8,22806,8133CC9C0,342369.88,US Dollar,Cheque,0
2022-09-01 19:48:00,70,1004286A8,22806,8133CC9C0,10805.78,US Dollar,Credit Card,0
2022-09-01 19:43:00,70,1004286A8,22806,8133CC9C0,1083359.23,US Dollar,Cash,0
2022-09-01 19:47:00,70,1004286A8,22062,813CF6CA0,22575.11,US Dollar,Cheque,0
2022-09-01 19:42:00,70,1004286A8,31149,813FDB660,13133442.32,US Dollar,Cheque,0
2022-09-01 19:49:00,70,1004286A8,31149,813FDB660,13277839.19,US Dollar,Cash,0
2022-09-01 19:36:00,70,1004286A8,5365,81444A9C0,442.73,US Dollar,Cheque,0
2022-09-01 19:34:00,70,1004286A8,5365,81444A9C0,491.76,US Dollar,Credit Card,0
2022-09-01 19:38:00,70,1004286A8,5365,81444A9C0,128.76,US Dollar,Cash,0
2022-09-01 19:52:00,70,1004286A8,25382,814507450,33.85,US Dollar,Cheque,0
2022-09-01 19:54:00,70,1004286A8,25382,814507450,123.1,US Dollar,Credit Card,0
2022-09-01 19:44:00,70,1004286A8,29435,8145DE370,4748.89,US Dollar,Cheque,0
2022-09-01 19:42:00,70,1004286A8,29435,8145DE370,6126.89,US Dollar,Credit Card,0
2022-09-01 19:52:00,70,1004286A8,29435,8145DE370,10228.3,US Dollar,Cash,0
2022-09-01 19:32:00,70,1004286A8,238280,81466E350,8.28,US Dollar,Cheque,0
2022-09-01 19:52:00,70,1004286A8,238280,81466E350,23.66,US Dollar,Credit Card,0
2022-09-01 20:10:00,70,1004286A8,1490,8002897B0,106.36,US Dollar,Cheque,0
2022-09-01 20:05:00,70,1004286A8,1490,8002897B0,235.38,US Dollar,Cash,0
2022-09-01 20:15:00,70,1004286A8,1490,80031A570,934.01,US Dollar,Cheque,0
2022-09-01 20:13:00,70,1004286A8,1490,80031A570,74.81,US Dollar,Credit Card,0
2022-09-01 20:15:00,70,1004286A8,1490,80031A570,111.83,US Dollar,Cash,0
2022-09-01 20:22:00,70,1004286A8,23,8005E4980,85.65,US Dollar,Cheque,0
2022-09-01 20:24:00,70,1004286A8,23,8005E4980,132.74,US Dollar,Credit Card,0
2022-09-01 20:01:00,70,1004286A8,20,80063AF60,167.29,US Dollar,Cheque,0
2022-09-01 20:06:00,70,1004286A8,20,80063AF60,27.23,US Dollar,Cash,0
2022-09-01 20:00:00,70,1004286A8,2591,80099BAE0,7258.41,US Dollar,Cheque,0
2022-09-01 20:09:00,70,1004286A8,2591,80099BAE0,4540.94,US Dollar,Credit Card,0
2022-09-01 20:15:00,70,1004286A8,2591,80099BAE0,5423.38,US Dollar,Cash,0
2022-09-01 20:26:00,70,1004286A8,22,800A20740,248.87,US Dollar,Cheque,0
2022-09-01 20:14:00,70,1004286A8,22,800A20740,17.51,US Dollar,Cash,0
